LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2151204467749379e+00 4.6215120446773646e+01 xlo xhi
-1.2274788693491190e+00 4.6227478869350719e+01 ylo yhi
-1.2226176983633918e+00 4.6222617698364239e+01 zlo zhi

Atoms
id type x y z
418 3 1.71083 28.9411 1.3891 
419 5 -0.108813 30.8133 1.48594 
420 3 1.75015 30.8494 -0.316634 
421 5 3.61483 28.9377 -0.344615 
423 3 3.58066 30.8708 1.39218 
469 5 -0.111981 32.763 -0.346071 
470 3 1.77551 32.7333 1.43079 
473 2 3.5119 32.7679 -0.369042 
1093 3 -0.0911563 28.9116 3.29525 
1096 5 1.76781 30.8452 3.28941 
1097 5 3.58253 28.9485 3.25088 
1145 3 -0.0518274 32.7689 3.31318 
1149 5 3.64638 32.7631 3.24518 
1094 3 1.76172 28.9091 5.13413 
1095 5 -0.137453 30.8236 5.10139 
1099 3 3.64985 30.8864 5.09195 
1146 3 1.79302 32.7662 5.09631 
1769 3 -0.0905152 28.9436 6.95296 
1770 3 1.7648 28.9722 8.81042 
1771 5 -0.143814 30.823 8.74788 
1772 5 1.81994 30.811 6.91162 
1773 5 3.654 28.8986 6.9726 
1775 3 3.59844 30.7776 8.87514 
1821 5 -0.1441 32.7885 6.89276 
1822 5 1.80488 32.735 8.77351 
1825 3 3.59698 32.7313 6.86699 
2449 3 3.6517 28.9533 10.5843 
2445 5 -0.157307 28.9334 10.6208 
2497 5 -0.168965 32.7201 10.6072 
2448 3 1.76614 30.7388 10.6117 
2501 2 3.58655 32.7121 10.6097 
2446 3 1.72988 28.9042 12.4957 
2447 5 -0.198644 30.8169 12.4581 
2451 5 3.61191 30.7353 12.4223 
2498 5 1.78215 32.7303 12.4672 
3121 3 -0.182858 28.915 14.2616 
3122 5 1.70192 28.8745 16.1484 
3123 5 -0.22337 30.7938 16.1314 
3124 5 1.74809 30.7929 14.3211 
3125 3 3.56584 28.8609 14.3157 
3127 3 3.51908 30.8321 16.1806 
3173 5 -0.227499 32.7316 14.3182 
3174 3 1.69863 32.6859 16.1586 
3177 3 3.54226 32.7306 14.4106 
3797 3 -0.191939 28.9366 17.999 
3798 5 1.61743 28.8966 19.7945 
3799 3 -0.203497 30.7944 19.777 
3800 3 1.63825 30.8109 17.9563 
3801 5 3.58303 28.8449 17.9823 
3803 5 3.58697 30.7823 19.7991 
3849 5 -0.205533 32.715 17.9637 
3850 5 1.66814 32.7275 19.8161 
3853 5 3.55479 32.6826 17.9371 
4473 3 -0.234104 28.9276 21.6807 
4476 5 1.64615 30.8007 21.6578 
4477 3 3.59023 28.8304 21.6748 
4525 5 -0.229694 32.77 21.671 
4529 3 3.57269 32.7745 21.6403 
4474 3 1.68249 28.9089 23.4664 
4475 5 -0.25377 30.8122 23.5266 
4479 5 3.50925 30.859 23.4767 
4526 3 1.68941 32.7866 23.4527 
5149 5 -0.225331 28.9612 25.4091 
5150 3 1.6976 28.9115 27.1566 
5151 2 -0.186958 30.9505 27.172 
5152 5 1.6789 30.8793 25.3649 
5153 5 3.59153 28.879 25.3035 
5155 5 3.56445 30.8751 27.1847 
5201 5 -0.217301 32.8082 25.3332 
5202 3 1.7022 32.806 27.186 
5205 3 3.51741 32.7941 25.3273 
5825 5 -0.152008 28.9265 28.854 
5826 3 1.71176 28.9283 30.7132 
5827 5 -0.125345 30.8803 30.6514 
5828 3 1.65491 30.903 28.8578 
5829 5 3.57524 28.9028 28.9128 
5831 5 3.49615 30.8742 30.67 
5877 1 -0.116164 32.8446 28.8923 
5878 3 1.66332 32.8093 30.6778 
5881 2 3.49781 32.8363 28.9633 
6501 5 -0.22232 28.9174 32.5111 
6504 3 1.71773 30.848 32.463 
6505 3 3.58532 28.9377 32.4668 
6553 5 -0.164759 32.8581 32.4835 
6557 3 3.44062 32.831 32.4164 
6502 5 1.7262 28.9682 34.3222 
6554 5 1.75544 32.7989 34.2949 
6507 2 3.47666 30.8423 34.3167 
6503 5 -0.177785 30.8867 34.3584 
7177 5 -0.203569 28.9614 36.1644 
7178 5 1.72253 28.9565 38.0119 
7179 2 -0.142588 30.8779 38.0128 
7180 3 1.7471 30.869 36.2079 
7181 3 3.53923 28.9619 36.1431 
7183 2 3.48901 30.8965 37.9919 
7229 5 -0.11466 32.7792 36.1832 
7230 2 1.6908 32.836 38.0664 
7233 2 3.45372 32.8196 36.2432 
7853 3 -0.180979 28.8785 39.8001 
7856 5 1.69341 30.8933 39.8265 
7857 3 3.61608 28.9511 39.8803 
7905 3 -0.153354 32.8394 39.839 
7909 2 3.52622 32.8722 39.8485 
7854 5 1.67551 28.9365 41.6279 
7855 5 -0.2287 30.8931 41.6451 
7859 5 3.59479 30.8716 41.704 
7906 5 1.68957 32.8325 41.6904 
8529 5 -0.245524 28.9241 43.4559 
8530 5 1.70871 28.9545 45.2948 
8531 5 -0.17537 30.8417 45.2964 
8532 2 1.71063 30.8866 43.4764 
8533 2 3.57478 28.9354 43.491 
8535 2 3.52736 30.8878 45.2547 
8581 2 -0.178538 32.7617 43.5159 
8582 2 1.74574 32.7637 45.2702 
8585 2 3.54674 32.8192 43.5054 
1200 1 1.81689 38.4549 3.26395 
472 2 1.79531 34.688 -0.348018 
475 2 3.57525 34.7237 1.39726 
521 2 0.0260006 36.5927 -0.331559 
522 2 1.8006 36.6403 1.46739 
523 2 0.00614762 38.4503 1.50566 
524 1 1.79798 38.4943 -0.34617 
525 2 3.54756 36.6332 -0.355674 
527 1 3.56731 38.4851 1.45127 
471 5 -0.0760554 34.6471 1.46992 
1201 1 3.5759 36.6232 3.24174 
1197 3 -0.016532 36.5771 3.31611 
1148 5 1.79829 34.6823 3.27775 
577 1 3.58921 40.2545 -0.340147 
574 1 1.81903 40.2591 1.48993 
1253 3 3.59301 40.2429 3.2463 
573 2 0.028734 40.289 -0.332011 
1249 3 0.0188408 40.2922 3.2399 
1827 3 3.59934 34.6845 8.76702 
1147 3 -0.064804 34.6559 5.01252 
1151 3 3.63595 34.7084 5.05778 
1198 3 1.83091 36.5817 5.04774 
1199 5 -0.0355762 38.4756 5.0695 
1203 2 3.58408 38.4528 5.05945 
2552 3 1.71419 38.4719 10.6331 
1823 3 -0.16589 34.6607 8.78066 
1824 5 1.81131 34.6634 6.87502 
2549 3 -0.13832 36.5314 10.5678 
1873 5 -0.101127 36.5224 6.88042 
1874 5 1.77332 36.5546 8.78902 
1875 5 -0.110318 38.4407 8.77005 
1876 2 1.80502 38.4811 6.87755 
1877 3 3.58665 36.597 6.87281 
1879 5 3.61438 38.4631 8.80082 
2500 5 1.74981 34.6628 10.6226 
1250 1 1.80996 40.2877 5.04769 
3179 5 3.5231 34.6644 16.2196 
3176 5 1.69436 34.6448 14.3397 
2503 3 3.56926 34.6794 12.5217 
3231 4 3.5621 38.5446 16.1963 
2499 2 -0.164521 34.6539 12.4573 
3175 5 -0.197624 34.6586 16.1935 
2553 2 3.63385 36.5678 10.6743 
3229 5 3.55659 36.6314 14.3692 
2550 5 1.68692 36.5721 12.4634 
2551 5 -0.132064 38.4668 12.4876 
3228 2 1.72998 38.5221 14.4089 
3227 5 -0.159235 38.4876 16.1983 
2555 5 3.61932 38.4794 12.4665 
3226 2 1.69997 36.634 16.2199 
3225 2 -0.147988 36.5748 14.3657 
3855 5 3.5613 34.6667 19.7593 
4580 2 1.68222 38.5191 21.5349 
3852 2 1.64351 34.6923 17.9886 
4581 5 3.5261 36.5911 21.5913 
3901 2 -0.154907 36.5968 18.0014 
3902 2 1.69839 36.5896 19.7334 
3903 2 -0.139751 38.5173 19.7408 
3904 2 1.74473 38.5387 18 
3905 2 3.5482 36.6428 17.958 
3907 2 3.5552 38.5112 19.7426 
4577 5 -0.121233 36.5646 21.5873 
3851 2 -0.206489 34.6749 19.7622 
4528 2 1.6612 34.6444 21.6288 
5207 2 3.54859 34.6983 27.1509 
5259 2 3.54718 38.4649 27.1493 
5257 3 3.5537 36.5429 25.3304 
4578 2 1.65089 36.5449 23.4878 
4579 2 -0.0795625 38.5143 23.3832 
4583 5 3.52603 38.4556 23.465 
4527 3 -0.174218 34.6347 23.4641 
5203 3 -0.176394 34.667 27.2034 
5204 5 1.68041 34.6596 25.3538 
4531 5 3.53495 34.6463 23.4674 
5253 2 -0.126025 36.5044 25.3631 
5254 2 1.71622 36.5784 27.169 
5255 2 -0.0875637 38.4824 27.2042 
5256 5 1.68515 38.4688 25.328 
5879 2 -0.145421 34.7406 30.6864 
5880 2 1.66696 34.7022 28.9047 
5883 2 3.44772 34.7189 30.6942 
5929 2 -0.134925 36.5937 28.9295 
5930 2 1.71227 36.6015 30.7146 
5931 2 -0.102006 38.409 30.7432 
5932 2 1.76571 38.4678 28.9551 
5933 2 3.53367 36.5984 28.9526 
5935 2 3.58648 38.4721 30.7217 
5981 2 -0.0370524 40.2667 28.9805 
6559 3 3.48618 34.7412 34.2808 
6607 2 -0.0696469 38.3921 34.2896 
6556 3 1.71604 34.7156 32.4902 
6605 2 -0.125896 36.5404 32.5027 
6608 2 1.74835 38.462 32.5055 
6609 2 3.51431 36.6201 32.5025 
6657 3 -0.0304258 40.2682 32.5027 
6606 2 1.72811 36.5729 34.2863 
6555 3 -0.124505 34.7423 34.2659 
6611 2 3.55209 38.4386 34.3577 
6658 2 1.77462 40.2759 34.3428 
6661 2 3.62242 40.2892 32.5583 
7337 2 3.58511 40.2429 36.1881 
8009 3 -0.0491392 40.2482 39.7704 
7961 2 3.51245 36.5732 39.8276 
7960 2 1.73481 38.4339 39.8097 
7957 4 -0.0623614 36.5657 39.8476 
7908 2 1.68755 34.7167 39.8428 
7231 3 -0.109377 34.6845 38.0835 
7232 5 1.69525 34.7537 36.1838 
7235 3 3.48987 34.7432 38.0573 
7281 2 -0.0967644 36.6242 36.1305 
7282 2 1.6886 36.5904 38.0231 
7283 4 -0.0733139 38.4452 38.024 
7284 2 1.73749 38.4274 36.185 
7285 2 3.52728 36.6151 36.1824 
7287 2 3.54918 38.4281 38.0034 
7333 2 -0.0472958 40.2071 36.2022 
7334 4 1.77645 40.2479 38.0112 
8013 2 3.60183 40.2643 39.8151 
7911 2 3.52263 34.7435 41.6813 
8587 2 3.51562 34.7112 45.2832 
8584 2 1.6994 34.6872 43.4985 
7958 2 1.69993 36.5506 41.6578 
7959 3 -0.0279778 38.426 41.5893 
7963 2 3.54271 38.4029 41.6496 
8637 2 3.52191 36.5743 43.4816 
8583 2 -0.0554334 34.6512 45.3484 
7907 3 -0.140342 34.6404 41.6301 
8639 2 3.53368 38.472 45.2777 
8633 2 -0.0372287 36.544 43.4897 
8634 2 1.7611 36.5937 45.3059 
8635 3 0.026215 38.4341 45.3321 
8636 2 1.73468 38.4336 43.4624 
8685 2 0.00268736 40.2937 43.4927 
8010 2 1.78365 40.2733 41.6081 
575 4 0.00544568 42.051 1.53078 
576 2 1.84402 42.0495 -0.356704 
579 2 3.64698 42.0367 1.47677 
625 2 0.0378118 43.7962 -0.297865 
626 2 1.86098 43.828 1.50843 
627 3 -0.0143006 45.5653 1.50351 
628 2 1.85079 45.5554 -0.337255 
629 2 3.69748 43.8353 -0.343012 
631 4 3.74051 45.5785 1.51424 
1252 4 1.83907 42.0283 3.27145 
1301 2 0.000272551 43.8328 3.29464 
1304 2 1.87149 45.6044 3.27883 
1305 4 3.6954 43.8301 3.26112 
1251 2 -0.00883654 42.0194 5.07568 
1255 2 3.64036 42.0584 5.05151 
1302 2 1.83639 43.8539 5.07613 
1303 3 0.0153602 45.6995 5.08644 
1307 2 3.73681 45.5995 5.08516 
1927 3 -0.131983 42.1357 8.79014 
1928 2 1.78816 42.0741 6.89675 
1931 2 3.67919 42.1077 8.79412 
1977 2 -0.0160168 43.8777 6.93528 
1978 2 1.80643 43.837 8.77276 
1979 4 -0.0543961 45.6194 8.77217 
1980 2 1.87876 45.6193 6.9307 
1981 2 3.6905 43.8261 6.92556 
1983 2 3.73232 45.575 8.78763 
2653 3 -0.109161 43.8868 10.5394 
2656 2 1.8648 45.5327 10.6254 
1929 2 3.63693 40.309 6.88477 
1925 3 -0.085853 40.3326 6.93638 
2601 3 -0.110968 40.39 10.5992 
1926 5 1.75094 40.3516 8.80125 
2605 3 3.60533 40.3543 10.6383 
2604 1 1.79703 42.1839 10.6351 
3330 1 1.81285 43.8489 16.1768 
2603 5 -0.108769 42.225 12.4815 
3335 1 3.70602 45.4851 16.1777 
2607 1 3.62698 42.107 12.4897 
3333 1 3.6628 43.8036 14.3314 
2654 1 1.87962 43.8637 12.4877 
2655 2 -0.0580909 45.5089 12.4509 
3331 1 0.0150832 45.5495 16.2191 
3332 4 1.86922 45.496 14.3383 
2659 4 3.72144 45.5353 12.4738 
3279 3 -0.0782727 42.1726 16.1442 
3280 1 1.78841 42.1619 14.3626 
3283 1 3.62156 42.1141 16.1814 
3329 3 -0.0746705 43.9299 14.3672 
3278 2 1.74784 40.3754 16.1736 
2602 5 1.76101 40.344 12.4885 
3281 3 3.59101 40.3559 14.3812 
3277 3 -0.137689 40.3864 14.3649 
2657 3 3.69798 43.8308 10.6517 
3955 1 -0.109198 42.1235 19.833 
3956 1 1.75154 42.131 17.9851 
3959 1 3.63108 42.1254 19.7704 
4005 1 -0.0676683 43.8545 18.0252 
4006 1 1.79746 43.7681 19.8399 
4007 1 -0.0252462 45.4502 19.8848 
4008 1 1.84019 45.471 18.0441 
4009 1 3.66894 43.8007 17.987 
4011 3 3.68988 45.4076 19.8706 
4632 1 1.72502 42.0941 21.6276 
4681 1 -0.112989 43.7789 21.6918 
4684 3 1.84766 45.3691 21.7164 
4685 1 3.67838 43.7249 21.6744 
3957 1 3.5685 40.3744 17.9891 
3954 3 1.72157 40.4058 19.7534 
4633 5 3.58148 40.3396 21.601 
4629 1 -0.0985065 40.3261 21.5594 
3953 3 -0.100087 40.3756 18.0176 
4631 1 -0.123281 42.0037 23.4229 
4635 1 3.65144 42.0442 23.4967 
4682 1 1.80101 43.6768 23.4913 
4683 1 -0.0471696 45.3765 23.5717 
4687 1 3.70702 45.4076 23.5087 
5307 1 -0.0211015 41.9868 27.148 
5308 1 1.797 41.9997 25.3091 
5311 1 3.65511 42.0323 27.1267 
5357 1 -0.05701 43.6232 25.2694 
5358 1 1.83259 43.7096 27.0829 
5359 3 -0.0159089 45.3691 27.0205 
5360 1 1.847 45.3618 25.2712 
5361 4 3.69097 43.7087 25.3054 
5363 1 3.73583 45.4302 27.0726 
4630 3 1.70885 40.3701 23.4599 
5305 3 -0.0761351 40.3461 25.2966 
5309 3 3.60191 40.3442 25.2924 
5306 1 1.80455 40.3203 27.1495 
5983 1 -0.0176554 42.0808 30.7261 
5984 1 1.83289 42.0759 28.9267 
5987 4 3.6639 42.0549 30.7287 
6033 1 -0.0504108 43.7383 28.9109 
6034 1 1.85182 43.7616 30.7285 
6035 3 -0.0415413 45.386 30.7129 
6036 3 1.85427 45.3585 28.8638 
6037 4 3.71203 43.7489 28.9034 
6039 1 3.73789 45.4267 30.7031 
6660 1 1.79855 42.0726 32.5484 
6709 1 -0.0290609 43.7709 32.5547 
6712 3 1.85309 45.3936 32.5823 
6713 4 3.69264 43.7544 32.5537 
5985 4 3.60842 40.304 28.9324 
5982 2 1.80279 40.3065 30.7392 
7389 4 3.67308 43.7386 36.2002 
8012 1 1.80026 42.0297 39.7833 
8065 4 3.6607 43.7596 39.7779 
7391 1 3.70747 45.4527 37.9769 
8064 3 1.8257 45.4384 39.7557 
8061 4 -0.0181313 43.7055 39.7296 
7388 2 1.83279 45.4601 36.2018 
7335 4 -0.0365488 41.963 37.9831 
7336 4 1.81392 42.0051 36.2033 
7339 4 3.62116 42.0227 38.0079 
7385 4 -0.023111 43.6926 36.2224 
7386 4 1.82691 43.7281 37.9866 
7387 1 -0.00648186 45.4606 38.0046 
6715 3 3.71298 45.4193 34.3955 
6710 1 1.83028 43.724 34.3954 
6659 3 -0.012794 42.0323 34.3769 
6711 3 0.00481296 45.4206 34.3935 
6663 3 3.64678 42.0736 34.3687 
8011 3 0.00760112 42.0241 41.586 
8015 3 3.63155 42.0988 41.6093 
8062 1 1.81652 43.7661 41.5847 
8063 1 0.000833907 45.471 41.5082 
8067 1 3.69287 45.4332 41.5906 
8687 3 0.00103453 42.1576 45.2445 
8688 1 1.81948 42.0929 43.4475 
8691 3 3.63461 42.0684 45.2671 
8737 1 -0.0224116 43.7825 43.4061 
8738 1 1.86086 43.8091 45.2453 
8739 3 -0.0095604 45.4311 45.2463 
8740 1 1.85241 45.4504 43.4016 
8741 4 3.68678 43.7743 43.4427 
8743 1 3.72031 45.4858 45.2322 
8689 2 3.5824 40.2999 43.4466 
8686 1 1.79925 40.3075 45.2868 
6 1 5.58007 -0.124092 1.48481 
8 1 5.60415 1.6528 -0.364033 
9 1 7.28917 -0.143501 -0.370997 
10 2 9.06477 -0.131045 1.47349 
11 4 7.32643 1.64273 1.48677 
12 2 9.08709 1.62815 -0.368455 
58 1 5.61017 3.40566 1.48794 
61 1 7.34987 3.39848 -0.330271 
62 4 9.10207 3.40536 1.48638 
684 4 5.57665 1.65751 3.30431 
685 4 7.30385 -0.108499 3.30255 
688 1 9.08486 1.65246 3.31359 
737 4 7.3454 3.4051 3.30932 
682 4 5.54893 -0.0994656 5.10256 
686 4 9.0713 -0.0926813 5.10084 
687 4 7.3249 1.65173 5.12724 
734 4 5.5882 3.41986 5.13454 
738 4 9.09256 3.39312 5.14079 
1358 4 5.55636 -0.0941165 8.79739 
1360 1 5.5802 1.63741 6.95679 
1361 1 7.31527 -0.0906275 6.93645 
1362 1 9.0789 -0.0642326 8.78358 
1363 1 7.32544 1.64394 8.79735 
1364 4 9.08465 1.6488 6.95444 
1410 1 5.61047 3.38857 8.82224 
1413 1 7.33105 3.39899 6.97479 
1414 4 9.08329 3.39871 8.80717 
2037 1 7.30041 -0.0858048 10.6355 
2040 4 9.0831 1.65264 10.6304 
2034 1 5.56545 -0.121836 12.4653 
2765 1 7.31848 3.43529 14.3233 
2766 1 9.07174 3.40284 16.1521 
2038 1 9.0645 -0.0607104 12.4669 
2039 1 7.31075 1.66407 12.4776 
2086 1 5.56772 3.41569 12.4892 
2762 1 5.55321 3.44329 16.1903 
2090 1 9.08041 3.40668 12.4748 
2710 3 5.56629 -0.110313 16.201 
2712 1 5.58158 1.6486 14.3332 
2713 1 7.31004 -0.0961172 14.3076 
2714 1 9.0595 -0.0652317 16.1577 
2715 1 7.29703 1.66763 16.1695 
2716 1 9.06332 1.67079 14.3113 
2036 1 5.56869 1.65211 10.6599 
2089 1 7.32941 3.41321 10.6493 
3386 1 5.57084 -0.158732 19.8636 
3388 1 5.56085 1.68162 18.0236 
3389 1 7.29339 -0.0987552 18.0224 
3390 1 9.03172 -0.0820197 19.8304 
3391 1 7.28739 1.68509 19.8428 
3392 1 9.05383 1.67829 17.9967 
3438 1 5.5427 3.46766 19.8462 
3441 1 7.30779 3.45718 18.006 
3442 1 9.07845 3.4261 19.826 
4064 1 5.57042 1.66982 21.6715 
4065 1 7.28777 -0.126719 21.6644 
4068 1 9.04341 1.67387 21.654 
4117 1 7.31113 3.46243 21.6564 
4062 1 5.56378 -0.174756 23.4786 
4066 1 9.0334 -0.102617 23.4721 
4067 4 7.29634 1.6613 23.4752 
4114 4 5.57118 3.45676 23.4686 
4118 4 9.0722 3.43137 23.4734 
4738 4 5.56721 -0.194318 27.087 
4740 4 5.58191 1.63716 25.2755 
4741 4 7.2904 -0.143207 25.2853 
4742 4 9.02775 -0.119636 27.0998 
4743 4 7.29208 1.64255 27.0888 
4744 4 9.04257 1.65809 25.2862 
4790 4 5.58496 3.46597 27.1007 
4793 4 7.30642 3.4428 25.286 
4794 4 9.07119 3.40848 27.0974 
5414 4 5.57824 -0.192721 30.7128 
5416 4 5.6104 1.6381 28.8974 
5417 4 7.29903 -0.155006 28.9072 
5418 4 9.03508 -0.129889 30.7379 
5419 4 7.29957 1.63149 30.7247 
5420 4 9.04021 1.64103 28.9139 
5466 4 5.59122 3.45705 30.6953 
5469 4 7.32863 3.43344 28.902 
5470 4 9.07823 3.40179 30.7231 
6092 3 5.60731 1.62787 32.5395 
6093 4 7.30133 -0.160605 32.5544 
6096 4 9.04804 1.6265 32.5459 
6145 4 7.32336 3.40384 32.5316 
6146 4 9.10269 3.39166 34.3485 
7445 4 7.31385 -0.170624 39.7909 
7444 4 5.60493 1.60043 39.7686 
7497 4 7.36529 3.34708 39.7657 
7448 4 9.10246 1.59041 39.7998 
6766 4 5.5749 -0.188912 37.966 
6768 4 5.60551 1.61594 36.1824 
6769 4 7.31935 -0.16905 36.1835 
6770 4 9.07411 -0.161336 37.9931 
6771 4 7.34076 1.60138 37.9751 
6772 4 9.07885 1.61526 36.1716 
6818 4 5.59896 3.38657 37.9524 
6821 4 7.35276 3.40912 36.172 
6822 4 9.12723 3.36493 37.9859 
6090 4 5.57639 -0.199452 34.3889 
6094 4 9.05753 -0.145139 34.3703 
6142 4 5.58809 3.42078 34.3699 
6095 4 7.31525 1.62328 34.3645 
7442 4 5.57672 -0.175247 41.6008 
7446 4 9.07186 -0.160575 41.6227 
7447 4 7.33981 1.59854 41.6008 
7494 1 5.58042 3.35249 41.574 
7498 4 9.16399 3.32927 41.6143 
8118 4 5.56849 -0.151929 45.2362 
8120 4 5.58089 1.62772 43.4137 
8121 4 7.31254 -0.154931 43.4284 
8122 4 9.06371 -0.153717 45.2561 
8123 4 7.32822 1.62097 45.2454 
8124 1 9.10758 1.58838 43.4431 
8170 4 5.55679 3.36252 45.2564 
8173 4 7.36662 3.33116 43.4125 
8174 4 9.1573 3.35331 45.2475 
60 4 5.59863 5.17858 -0.338608 
63 4 7.36195 5.17471 1.49207 
64 1 9.14606 5.15354 -0.32475 
110 4 5.63951 6.97334 1.49223 
112 4 5.6375 8.71215 -0.308079 
113 4 7.40567 6.95559 -0.312442 
114 4 9.12269 6.92082 1.49355 
115 4 7.38117 8.71499 1.51612 
116 4 9.15662 8.68422 -0.296619 
736 1 5.61847 5.17154 3.34796 
740 4 9.10357 5.15033 3.31892 
788 4 5.57481 8.67681 3.35501 
789 1 7.35823 6.93013 3.3359 
792 4 9.12251 8.65915 3.32998 
165 4 7.32278 10.4649 -0.312159 
166 1 9.15466 10.4245 1.52188 
162 1 5.52738 10.4125 1.54586 
841 1 7.34089 10.3895 3.36341 
739 1 7.36394 5.1668 5.16008 
786 4 5.58786 6.91557 5.19394 
790 1 9.12123 6.91324 5.16168 
791 1 7.34425 8.65635 5.18015 
1412 1 5.59455 5.1671 6.98467 
1415 4 7.32928 5.16889 8.82342 
1416 1 9.1022 5.14589 6.98307 
1462 4 5.55147 6.92178 8.84821 
1464 4 5.51918 8.63556 7.02805 
1465 1 7.34976 6.91664 6.99851 
1466 1 9.11859 6.89492 8.82435 
1467 4 7.3175 8.60793 8.81252 
1468 4 9.14237 8.64045 6.99023 
1517 4 7.30315 10.3237 7.01936 
838 4 5.50991 10.3581 5.17665 
842 4 9.13287 10.3643 5.15542 
1518 4 9.15495 10.3131 8.81857 
1514 4 5.4389 10.3246 8.84848 
2190 1 5.38094 10.3543 12.5311 
2866 2 5.36375 10.3767 16.1372 
2091 4 7.32557 5.17208 12.4832 
2869 5 7.27611 10.3271 14.3495 
2138 4 5.49655 6.88101 12.5067 
2870 3 9.24071 10.266 16.143 
2194 3 9.18734 10.2762 12.4956 
2142 4 9.12531 6.89246 12.4803 
2143 4 7.28963 8.56625 12.5064 
2820 4 9.17881 8.56947 14.3144 
2764 4 5.5394 5.17465 14.3168 
2767 4 7.33188 5.17582 16.1516 
2768 4 9.10679 5.1553 14.3044 
2814 4 5.4908 6.84254 16.1164 
2816 4 5.41788 8.5666 14.332 
2817 4 7.32069 6.88229 14.3144 
2818 4 9.14934 6.88808 16.151 
2819 4 7.3385 8.53055 16.1389 
2088 4 5.56074 5.1698 10.687 
2140 4 5.4315 8.58356 10.6971 
2193 5 7.26246 10.3267 10.6784 
2141 4 7.32193 6.9104 10.66 
2144 4 9.16487 8.59413 10.6531 
2092 4 9.10267 5.15504 10.6486 
3440 4 5.5151 5.20675 18.0004 
3443 4 7.31541 5.19377 19.8256 
3444 4 9.12409 5.13813 17.9841 
3490 4 5.48127 6.87904 19.8631 
3492 5 5.42777 8.55696 17.9687 
3493 4 7.3633 6.86057 17.9876 
3494 4 9.16579 6.85027 19.7935 
3495 3 7.33897 8.55289 19.8199 
3496 4 9.19591 8.58451 18.0038 
4116 4 5.51306 5.19116 21.6728 
4120 4 9.11767 5.16819 21.6493 
4168 4 5.44041 8.63255 21.6376 
4169 4 7.30382 6.87071 21.6401 
4172 5 9.20551 8.63893 21.6304 
3542 5 5.39553 10.4444 19.815 
3545 5 7.34051 10.3606 17.9468 
3546 4 9.2359 10.4209 19.7864 
4221 5 7.32246 10.5131 21.6022 
4119 4 7.32262 5.20942 23.485 
4166 4 5.48022 6.92266 23.4727 
4170 4 9.17223 6.86319 23.4977 
4171 5 7.30663 8.68392 23.4985 
4792 4 5.55562 5.23877 25.2912 
4795 4 7.33412 5.20441 27.1041 
4796 4 9.10348 5.16757 25.3001 
4842 4 5.5289 6.97354 27.0931 
4844 4 5.4697 8.71248 25.2995 
4845 4 7.3358 6.92749 25.3206 
4846 4 9.13496 6.94741 27.1013 
4847 4 7.30411 8.70178 27.0779 
4848 4 9.18157 8.66494 25.2751 
4222 3 9.23302 10.4744 23.5164 
4897 3 7.30104 10.4843 25.2934 
4898 5 9.16596 10.4646 27.0964 
4894 4 5.49141 10.4679 27.077 
4218 1 5.41188 10.4646 23.4639 
5468 1 5.56536 5.23484 28.8936 
5471 4 7.33867 5.19871 30.7087 
5472 3 9.10644 5.18161 28.9045 
5518 4 5.5622 6.96127 30.6978 
5520 4 5.53347 8.71457 28.8874 
5521 1 7.34265 6.96397 28.8938 
5522 3 9.1287 6.91201 30.6959 
5523 1 7.30589 8.71411 30.6959 
5524 4 9.14404 8.673 28.9399 
6144 4 5.57727 5.20269 32.52 
6148 4 9.10649 5.15152 32.5206 
6196 4 5.55863 8.72302 32.5179 
6197 4 7.31472 6.93311 32.5187 
6200 5 9.14398 8.72245 32.5218 
5570 4 5.53045 10.4827 30.7123 
5574 4 9.15739 10.4815 30.6871 
5573 4 7.30787 10.4607 28.9196 
6249 4 7.32184 10.5156 32.5009 
6147 4 7.32685 5.14381 34.3234 
6199 4 7.3007 8.75163 34.3152 
6194 4 5.54059 6.95405 34.3251 
6198 2 9.16482 6.881 34.3325 
6250 4 9.16022 10.552 34.3184 
6246 2 5.52479 10.5067 34.3315 
7601 4 7.37772 10.5025 39.7937 
6922 5 5.52285 10.5532 37.9487 
6820 3 5.54344 5.14919 36.1887 
6823 3 7.37129 5.1291 38.0106 
6824 4 9.16231 5.11109 36.1756 
6870 4 5.54909 6.96762 37.9948 
6872 3 5.53888 8.74508 36.1255 
6873 5 7.3304 6.9207 36.1746 
6874 2 9.19949 6.92475 38.0016 
6875 4 7.35961 8.76607 37.9982 
6876 5 9.18571 8.7636 36.1454 
7496 4 5.57939 5.16458 39.709 
7500 4 9.18006 5.1414 39.7706 
7548 4 5.56685 8.75606 39.7641 
7549 3 7.40052 6.9803 39.7192 
7552 4 9.18562 8.73823 39.7699 
6926 4 9.17989 10.5186 37.993 
6925 4 7.34963 10.5286 36.1264 
7499 5 7.401 5.1552 41.5857 
7546 5 5.55792 6.9902 41.5799 
7550 4 9.19037 6.98624 41.5725 
7551 4 7.40105 8.74779 41.5587 
8172 3 5.57119 5.11971 43.3938 
8175 5 7.39872 5.15965 45.2304 
8176 4 9.20322 5.17353 43.421 
8222 5 5.56036 7.01069 45.2115 
8224 4 5.56566 8.79415 43.3738 
8225 3 7.43925 7.02833 43.411 
8226 1 9.17982 7.00039 45.2678 
8227 4 7.37613 8.73387 45.2641 
