LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2151204467749379e+00 4.6215120446773646e+01 xlo xhi
-1.2274788693491190e+00 4.6227478869350719e+01 ylo yhi
-1.2226176983633918e+00 4.6222617698364239e+01 zlo zhi

Atoms
id type x y z
6522 4 19.8478 28.775 34.441 
6527 2 21.5548 30.6955 34.4204 
6574 2 19.7791 32.7424 34.4559 
7874 1 20.0593 28.8529 41.742 
7875 5 18.3797 30.8145 41.6692 
7879 1 21.6075 30.8431 41.7417 
7926 4 20.0115 32.7908 41.7311 
8549 3 18.3967 28.8986 43.5644 
8550 4 20.0344 28.921 45.3684 
8551 1 18.3274 30.7998 45.3369 
8552 1 20.0665 30.8366 43.6033 
8553 4 21.6699 28.897 43.5698 
8555 4 21.7176 30.7991 45.4176 
8601 1 18.3186 32.7152 43.5371 
8602 4 20.0135 32.6907 45.3382 
8605 4 21.6727 32.7575 43.5238 
1168 4 19.92 34.454 3.28502 
1269 4 18.0038 40.2912 3.23428 
1221 2 21.7171 36.4154 3.31155 
541 2 18.16 36.4449 -0.346615 
542 5 19.9487 36.4206 1.4797 
543 2 18.0505 38.404 1.41778 
544 2 19.8978 38.3817 -0.329771 
545 1 21.6422 36.4216 -0.373188 
547 2 21.6164 38.4077 1.46686 
593 2 18.06 40.2583 -0.357867 
495 3 21.6723 34.4786 1.51274 
597 4 21.5827 40.2633 -0.337559 
1220 2 19.7814 38.4115 3.23852 
1217 5 18.023 36.4564 3.2355 
492 1 19.9876 34.5182 -0.32556 
491 2 18.1905 34.504 1.45214 
594 4 19.7754 40.2834 1.45018 
1273 5 21.6152 40.273 3.2688 
1847 2 21.6842 34.4996 8.67425 
1167 2 18.1026 34.499 5.0392 
1218 5 19.861 36.4512 5.06721 
1219 2 17.9604 38.4001 5.05347 
1223 5 21.671 38.3636 5.13288 
2572 2 19.8062 38.397 10.5148 
2569 5 18.0268 36.4687 10.5146 
1899 5 21.6444 38.3813 8.68223 
2573 2 21.6761 36.4801 10.4526 
1893 5 17.9652 36.4913 6.90284 
1894 2 19.8439 36.4826 8.68091 
1895 2 17.9542 38.4169 8.74332 
1896 2 19.7574 38.3827 6.91167 
1897 2 21.7027 36.4212 6.91963 
1844 5 19.8615 34.5009 6.90602 
1843 2 18.0296 34.5196 8.67834 
1171 2 21.6635 34.4917 5.08698 
2520 5 19.8652 34.5085 10.4384 
1270 5 19.7514 40.2796 5.13623 
1945 2 17.9267 40.2922 6.92854 
1946 5 19.7871 40.2955 8.71338 
2519 2 18.1215 34.5159 12.3093 
3195 5 18.2571 34.5601 16.0063 
2570 2 19.9212 36.4796 12.271 
2571 2 18.0073 38.4002 12.2848 
2523 5 21.724 34.5198 12.2485 
3248 5 19.9186 38.3649 14.1136 
2575 2 21.7076 38.3911 12.214 
3196 2 19.9398 34.5284 14.0561 
3249 2 21.8299 36.5039 14.0017 
3251 5 21.8955 38.4034 15.9313 
3199 5 21.7777 34.5775 15.8514 
3245 5 18.1229 36.4659 14.1246 
3246 2 20.0466 36.5173 15.9578 
3247 2 18.0961 38.3814 16.049 
3301 2 21.7297 40.2833 14.0839 
3298 5 19.9009 40.2718 16.0099 
3297 2 18.0585 40.2768 14.1901 
3871 3 18.2807 34.6097 19.6837 
3872 2 20.1236 34.6249 17.823 
4600 2 19.9562 38.4337 21.5962 
3921 5 18.2092 36.4928 17.875 
3922 5 20.1264 36.5085 19.705 
3923 3 18.1672 38.3747 19.747 
3924 5 20.0547 38.3976 17.8634 
3925 3 21.9327 36.5222 17.7865 
3927 2 21.8248 38.4811 19.7912 
3973 2 18.1024 40.2325 17.9181 
4601 2 21.791 36.5988 21.6449 
3875 4 21.8347 34.6406 19.6671 
4548 2 20.0919 34.646 21.6074 
4597 5 18.2493 36.4836 21.5831 
4649 2 18.1211 40.2784 21.5937 
4547 3 18.2354 34.6469 23.4948 
4551 3 21.8703 34.7031 23.4415 
4598 2 20.0194 36.5264 23.5032 
4599 2 18.1595 38.3767 23.4592 
4603 5 21.7713 38.4731 23.5149 
5279 5 21.663 38.4953 27.2112 
5223 5 18.1779 34.6779 27.182 
5224 5 20.1392 34.7074 25.3403 
5227 3 21.7775 34.707 27.332 
5273 3 18.1728 36.4854 25.2623 
5274 2 19.9609 36.5464 27.2124 
5275 5 18.1193 38.3653 27.1545 
5276 2 19.9096 38.3994 25.3112 
5277 3 21.8636 36.6293 25.3884 
5903 5 21.5498 34.6563 31.0083 
6628 2 19.8238 38.4836 32.6751 
5900 2 19.9116 34.7066 29.0749 
6629 2 21.5664 36.6203 32.7126 
5949 3 18.0969 36.5483 29.0584 
5950 2 19.8196 36.6043 30.8735 
5951 2 18.0304 38.4348 30.837 
5952 2 19.8613 38.4461 29.0796 
5953 2 21.6456 36.5881 29.1242 
5955 2 21.6086 38.4867 30.8728 
6625 5 18.0243 36.5846 32.6851 
5899 2 18.0955 34.6838 30.8401 
6576 2 19.76 34.6585 32.7787 
6677 2 18.038 40.2717 32.6254 
6001 5 18.0317 40.2763 28.9965 
7928 2 19.9348 34.6865 39.9325 
6579 1 21.5859 34.7023 34.4679 
8033 2 21.6117 40.2315 39.8749 
6631 4 21.5918 38.4555 34.4747 
7251 5 18.149 34.676 38.0694 
7980 2 19.857 38.3962 39.9043 
7981 2 21.6542 36.5543 39.8961 
7977 2 18.1109 36.5553 39.9262 
8029 2 18.0614 40.2468 39.894 
7301 2 18.0489 36.5798 36.2692 
7302 2 19.88 36.5693 38.0562 
7303 2 18.0749 38.4194 38.0901 
7304 2 19.8274 38.446 36.2617 
7305 4 21.6009 36.5607 36.2417 
7307 2 21.6136 38.4288 38.0622 
7357 2 21.5691 40.2793 36.2507 
7252 3 19.8968 34.6971 36.2297 
7255 3 21.5965 34.7022 38.0347 
6575 2 18.0195 34.6597 34.5622 
6626 2 19.8313 36.5845 34.51 
6627 2 18.0282 38.4673 34.4739 
7354 4 19.815 40.2804 38.0768 
7353 2 18.0501 40.2773 36.2641 
7927 2 18.1888 34.6231 41.7424 
8709 2 21.6292 40.2118 43.4999 
7978 2 19.9105 36.5229 41.7383 
7979 2 18.0995 38.3851 41.7521 
7983 4 21.683 38.3711 41.7019 
8607 4 21.6523 34.6011 45.3201 
8603 2 18.2518 34.5725 45.3233 
8659 2 21.6214 38.3646 45.3048 
8030 2 19.8531 40.2292 41.7072 
8653 4 18.1851 36.4645 43.5282 
8654 4 19.9345 36.4472 45.2988 
8655 5 18.1263 38.3643 45.285 
8656 4 19.8956 38.3685 43.4896 
8657 2 21.6797 36.5004 43.5108 
8604 4 19.9662 34.6054 43.5157 
7931 4 21.6993 34.6504 41.7213 
8705 1 18.0902 40.2675 43.5021 
8706 1 19.8548 40.2664 45.2856 
595 4 18.0113 42.0832 1.47151 
596 4 19.7913 42.0556 -0.355659 
599 2 21.566 42.0708 1.43627 
645 1 18.0008 43.8262 -0.359496 
646 4 19.7457 43.843 1.45546 
647 3 17.9797 45.5837 1.45657 
648 4 19.7611 45.5841 -0.350237 
649 4 21.5524 43.8326 -0.344581 
651 4 21.521 45.5859 1.47101 
1272 4 19.7402 42.0889 3.26912 
1321 4 17.9821 43.8529 3.27948 
1324 1 19.7455 45.5859 3.29401 
1325 2 21.5377 43.8266 3.29147 
1271 4 17.9692 42.1169 5.07728 
1275 1 21.5854 42.1004 5.12973 
1322 1 19.7508 43.8284 5.09658 
1323 4 17.9641 45.5744 5.11384 
1327 4 21.5211 45.5986 5.10282 
1947 4 17.9385 42.1194 8.73042 
1948 4 19.764 42.1332 6.91396 
1951 4 21.6013 42.111 8.70078 
1997 4 17.9521 43.8462 6.91845 
1998 4 19.7559 43.8488 8.706 
1999 4 17.9518 45.6128 8.72658 
2000 2 19.7402 45.593 6.91699 
2001 4 21.5515 43.8502 6.90958 
2003 3 21.5358 45.6113 8.70631 
2677 4 21.5685 43.877 10.5104 
2676 2 19.7481 45.6099 10.5348 
2624 2 19.7783 42.1397 10.5264 
2673 4 17.9657 43.8786 10.546 
1949 3 21.6585 40.3154 6.90387 
2625 4 21.6762 40.3006 10.4981 
2621 3 17.9406 40.308 10.5088 
2623 3 18.0263 42.1592 12.3539 
3351 3 18.0122 45.6761 16.0696 
2627 4 21.6272 42.1346 12.3246 
3352 3 19.8005 45.6441 14.2293 
2674 3 19.8022 43.8992 12.3801 
2675 4 17.9724 45.6266 12.402 
3355 3 21.5534 45.6475 16.0978 
3353 4 21.6002 43.9107 14.1633 
2679 3 21.5472 45.651 12.3683 
3299 2 18.0924 42.1186 16.0595 
3300 3 19.8101 42.1606 14.1437 
3303 5 21.6423 42.1737 16.0356 
3349 4 18.0348 43.9312 14.2055 
3350 4 19.7955 43.9484 16.0517 
2622 5 19.8217 40.2987 12.2932 
3975 3 18.0912 42.157 19.8081 
3976 2 19.8561 42.1381 17.9594 
3979 4 21.6625 42.168 19.7903 
4025 2 18.0582 43.9149 17.9453 
4026 1 19.8474 43.9008 19.817 
4027 2 18.0177 45.6386 19.8093 
4028 1 19.8059 45.6576 17.9402 
4029 4 21.5902 43.9396 17.972 
4031 1 21.5516 45.6663 19.8092 
4652 4 19.8442 42.1723 21.6143 
4701 4 18.0494 43.8916 21.6336 
4704 1 19.7965 45.6466 21.6444 
4705 1 21.5847 43.9211 21.639 
4653 2 21.7088 40.362 21.625 
3977 4 21.7959 40.3428 17.9223 
3974 5 19.9187 40.2983 19.7628 
4651 4 18.0722 42.1383 23.435 
4655 2 21.6151 42.1701 23.4839 
4702 4 19.8042 43.9082 23.4559 
4703 4 18.0149 45.6448 23.4383 
4707 4 21.5435 45.6443 23.4807 
5327 2 18.0232 42.1191 27.1388 
5328 2 19.8383 42.1389 25.3243 
5331 4 21.6006 42.1315 27.1619 
5377 2 18.0296 43.8798 25.285 
5378 4 19.8021 43.8968 27.1455 
5379 4 18.0092 45.6235 27.1402 
5380 4 19.7757 45.6335 25.2991 
5381 4 21.5643 43.9118 25.3269 
5383 4 21.53 45.6318 27.1377 
5326 2 19.8666 40.3369 27.1428 
5329 1 21.6788 40.3539 25.3576 
4650 5 19.8691 40.3143 23.4777 
5325 2 18.0702 40.3032 25.3291 
6003 2 18.0291 42.0981 30.823 
6004 2 19.826 42.1203 28.9834 
6007 1 21.5602 42.1071 30.8204 
6053 4 18.0206 43.8856 28.9608 
6054 1 19.7831 43.8737 30.803 
6055 4 17.9983 45.6057 30.7789 
6056 1 19.7703 45.6126 28.9601 
6057 4 21.5558 43.88 28.9762 
6059 1 21.526 45.6132 30.7863 
6680 4 19.7963 42.0893 32.6245 
6729 1 18.0136 43.8649 32.6281 
6732 4 19.7635 45.6088 32.6012 
6733 4 21.5397 43.8511 32.6112 
6005 1 21.6056 40.3389 29.0404 
6002 1 19.8422 40.3113 30.8355 
6681 2 21.5784 40.2986 32.6566 
8081 1 18.0357 43.8206 39.8868 
8085 1 21.5613 43.8161 39.8598 
8084 3 19.7803 45.5872 39.8613 
7355 1 18.0617 42.0631 38.0668 
7356 3 19.7963 42.078 36.2499 
7359 1 21.5641 42.0568 38.0546 
7405 1 18.0234 43.8332 36.2289 
7406 1 19.7886 43.8248 38.056 
7407 1 18.0131 45.584 38.0508 
7408 1 19.7732 45.591 36.2316 
7409 1 21.5475 43.8308 36.2355 
7411 1 21.5348 45.5876 38.0431 
8032 1 19.8136 42.0577 39.8781 
6679 1 18.0476 42.0833 34.4288 
6730 1 19.7824 43.8379 34.4235 
6735 1 21.5276 45.5943 34.4133 
6731 1 17.9977 45.5938 34.4205 
6683 1 21.5527 42.0912 34.4397 
6678 4 19.807 40.3054 34.4507 
8031 1 18.0621 42.0553 41.7084 
8035 3 21.5997 42.0528 41.678 
8082 1 19.8073 43.8132 41.6814 
8083 1 18.0101 45.574 41.668 
8087 1 21.5413 45.5818 41.6697 
8707 1 18.0546 42.0552 45.2608 
8708 1 19.8336 42.0483 43.4979 
8711 1 21.5904 42.0409 45.3239 
8757 1 18.0211 43.8185 43.4793 
8758 1 19.7887 43.818 45.2944 
8759 1 17.994 45.5767 45.2805 
8760 1 19.7754 45.5832 43.4797 
8761 1 21.5656 43.8115 43.4948 
8763 1 21.533 45.5847 45.29 
26 1 23.2644 -0.106253 1.47828 
28 1 23.257 1.64843 -0.340964 
29 1 25.0283 -0.0947625 -0.333731 
30 1 26.784 -0.0768162 1.4849 
31 1 25.0087 1.65758 1.47615 
32 1 26.7806 1.66178 -0.335774 
78 1 23.2366 3.40177 1.48062 
81 4 25.0081 3.40431 -0.331554 
82 1 26.7748 3.4061 1.47951 
704 4 23.2376 1.65063 3.2934 
705 4 25.0205 -0.0824135 3.29908 
708 1 26.782 1.66891 3.29162 
757 1 24.9965 3.41121 3.28929 
702 4 23.2609 -0.0931389 5.10295 
706 4 26.7903 -0.0555386 5.11344 
707 1 25.0076 1.67285 5.10673 
754 1 23.2288 3.41068 5.1082 
758 3 26.7761 3.40717 5.08028 
1378 1 23.2713 -0.077166 8.7216 
1380 1 23.2435 1.66116 6.92386 
1381 4 25.0345 -0.0664756 6.91454 
1382 4 26.8075 -0.0561522 8.7209 
1383 1 25.0221 1.67762 8.7427 
1384 4 26.7906 1.69735 6.92377 
1430 1 23.2328 3.40875 8.76671 
1433 1 24.9762 3.40275 6.93416 
1434 1 26.7873 3.40446 8.78985 
2057 1 25.0447 -0.0501693 10.5314 
2060 4 26.8117 1.67182 10.5656 
2056 1 23.2496 1.66733 10.5632 
2109 1 25.0139 3.40407 10.5901 
2782 1 23.2373 3.37042 16.1138 
2054 3 23.2724 -0.0507642 12.3797 
2785 1 25.0085 3.37753 14.2251 
2058 1 26.822 -0.0626217 12.3524 
2059 1 25.0348 1.66008 12.3916 
2786 5 26.8313 3.37963 16.1068 
2106 4 23.2352 3.37207 12.4058 
2110 1 26.8046 3.39011 12.4125 
2730 4 23.2673 -0.0566327 16.1034 
2732 1 23.2547 1.66348 14.2475 
2733 1 25.0385 -0.0464106 14.2212 
2734 4 26.8032 -0.00995128 16.1037 
2735 4 25.0004 1.64724 16.0978 
2736 4 26.8187 1.64175 14.2098 
3406 1 23.2804 -0.0448772 19.8133 
3408 4 23.2612 1.66905 17.9599 
3409 4 25.0403 -0.0272921 17.9741 
3410 4 26.8112 -0.0235968 19.8279 
3411 1 25.0365 1.67256 19.8161 
3412 4 26.8167 1.65456 17.9922 
3458 4 23.2472 3.38894 19.7946 
3461 4 25.0156 3.38481 17.986 
3462 3 26.8296 3.36151 19.7863 
4084 4 23.2614 1.6645 21.648 
4085 4 25.0448 -0.0433431 21.6628 
4088 4 26.8244 1.68238 21.6617 
4137 4 25.0187 3.37442 21.6462 
4082 4 23.2813 -0.0588194 23.4906 
4086 1 26.8218 -0.0567623 23.5104 
4087 1 25.0444 1.66662 23.4906 
4134 3 23.2634 3.38408 23.4779 
4138 1 26.8351 3.37068 23.5278 
4758 1 23.2767 -0.0787747 27.1344 
4760 1 23.2685 1.66365 25.311 
4761 1 25.0502 -0.0761086 25.3219 
4762 1 26.8167 -0.0937587 27.1465 
4763 1 25.0442 1.66224 27.1347 
4764 1 26.826 1.64966 25.3304 
4810 1 23.2564 3.39907 27.1332 
4813 1 25.0387 3.39802 25.3104 
4814 1 26.8254 3.39803 27.1275 
5434 1 23.2723 -0.0875408 30.7735 
5436 1 23.2641 1.65811 28.9462 
5437 1 25.0428 -0.0886432 28.9571 
5438 1 26.8044 -0.100361 30.7674 
5439 1 25.0368 1.65772 30.7625 
5440 1 26.8146 1.65116 28.9473 
5486 1 23.2506 3.40015 30.7541 
5489 1 25.037 3.40561 28.9413 
5490 1 26.8124 3.39693 30.7444 
6112 1 23.2607 1.65998 32.5802 
6113 1 25.033 -0.0887268 32.5847 
6116 1 26.8021 1.65329 32.5661 
6165 1 25.028 3.40353 32.5615 
7517 1 25.0245 3.40328 39.8312 
7468 1 26.7772 1.65547 39.8332 
7465 1 25.0386 -0.0977362 39.8383 
7464 1 23.2659 1.6554 39.839 
6786 1 23.2798 -0.101153 38.0241 
6788 1 23.26 1.6573 36.2054 
6789 1 25.0343 -0.0947665 36.2043 
6790 1 26.7897 -0.100988 38.0112 
6791 1 25.0263 1.65943 38.0102 
6792 1 26.788 1.6588 36.1887 
6838 4 23.2472 3.39904 38.012 
6841 1 25.0182 3.40519 36.1874 
6842 4 26.7916 3.40363 38.0023 
6110 4 23.2722 -0.0959988 34.3999 
6162 4 23.2492 3.40252 34.3775 
6115 4 25.0279 1.65847 34.3874 
6114 1 26.7944 -0.100427 34.3853 
6166 4 26.7985 3.39586 34.3644 
7462 1 23.2824 -0.0979319 41.6609 
7466 4 26.7861 -0.0975682 41.6566 
7467 3 25.0222 1.65963 41.6593 
7514 4 23.2499 3.39375 41.6569 
7518 1 26.7796 3.40024 41.6548 
8138 4 23.2728 -0.104343 45.2959 
8140 1 23.2645 1.64909 43.4762 
8141 4 25.0375 -0.096619 43.4776 
8142 4 26.7857 -0.0934779 45.2983 
8143 4 25.0173 1.65727 45.2964 
8144 4 26.7756 1.65977 43.4795 
8190 4 23.2452 3.39785 45.2958 
8193 4 25.0153 3.4006 43.4806 
8194 4 26.7791 3.40755 45.3018 
80 4 23.2304 5.13834 -0.332918 
83 4 24.9981 5.15078 1.47606 
84 4 26.7793 5.14784 -0.332072 
130 4 23.2182 6.88315 1.47598 
132 4 23.2199 8.62922 -0.321884 
133 4 25.0005 6.88529 -0.324959 
134 4 26.7765 6.89369 1.47554 
135 4 24.9852 8.62675 1.47985 
136 4 26.7829 8.61858 -0.34228 
756 4 23.22 5.1557 3.28609 
760 4 26.7758 5.14919 3.2802 
808 1 23.1971 8.61125 3.29743 
809 4 24.9845 6.89137 3.27873 
812 4 26.7735 8.63251 3.28948 
182 4 23.2169 10.3671 1.49208 
185 4 24.9989 10.3662 -0.341688 
186 1 26.777 10.3389 1.45583 
861 1 24.9659 10.3417 3.30678 
759 4 24.9719 5.15683 5.08777 
806 4 23.1987 6.87845 5.11461 
810 4 26.7752 6.88655 5.04686 
811 1 24.9617 8.60673 5.09609 
1432 4 23.2102 5.14309 6.95105 
1435 4 24.9744 5.15919 8.81365 
1436 5 26.7838 5.18501 6.94818 
1482 4 23.1962 6.88206 8.79378 
1484 4 23.1916 8.61919 6.94159 
1485 4 24.9137 6.88613 6.94959 
1486 4 26.8039 6.86882 8.87148 
1487 4 24.9805 8.5827 8.79406 
1488 5 26.8023 8.58506 6.97716 
1534 2 23.154 10.3411 8.76683 
1538 4 26.9193 10.3355 8.82774 
858 4 23.1973 10.3591 5.12096 
1537 4 24.9787 10.3545 6.91669 
862 1 26.8155 10.3303 5.13484 
2108 4 23.2154 5.1429 10.6136 
2160 4 23.1619 8.58535 10.6342 
2112 4 26.7986 5.13256 10.6145 
2161 4 24.9923 6.89475 10.6332 
2164 1 26.8714 8.57524 10.634 
2840 5 26.8737 8.59492 14.2782 
2111 4 25.0072 5.12247 12.3963 
2214 2 26.9193 10.3497 12.4383 
2158 4 23.1901 6.86729 12.4297 
2213 5 25.0218 10.3245 10.6455 
2890 4 26.9415 10.3335 16.1211 
2162 4 26.8335 6.85202 12.3938 
2163 4 24.9822 8.58428 12.4672 
2889 1 24.9612 10.3628 14.2896 
2784 2 23.2064 5.10573 14.2526 
2787 2 24.9857 5.14512 16.1351 
2788 2 26.8294 5.14751 14.2295 
2834 4 23.1761 6.86627 16.103 
2836 1 23.1742 8.61431 14.2684 
2837 2 24.9744 6.84603 14.2427 
2838 2 26.8769 6.81562 16.1635 
2839 2 24.9978 8.58495 16.0954 
2210 4 23.1586 10.355 12.4833 
2886 1 23.1533 10.3817 16.08 
3460 1 23.2351 5.12468 17.9523 
3463 1 25.0061 5.11454 19.7831 
3464 1 26.8607 5.10628 18.0042 
3510 1 23.2375 6.84076 19.8074 
3512 2 23.1591 8.60507 17.9565 
3513 1 25.0017 6.89092 17.9701 
3514 5 26.8721 6.93476 19.771 
3515 1 24.9417 8.62562 19.8419 
3516 3 26.9374 8.6067 17.8879 
4136 1 23.2554 5.10665 21.6486 
4140 5 26.8568 5.13162 21.665 
4188 1 23.1994 8.64219 21.67 
4189 1 24.9613 6.90031 21.6681 
4192 2 26.8936 8.58165 21.722 
3565 5 25.0084 10.3601 17.9399 
3562 1 23.1641 10.4189 19.8521 
4241 3 24.9661 10.3371 21.6918 
3566 5 26.9554 10.3078 19.8334 
4139 1 25.0196 5.13831 23.5034 
4186 1 23.2202 6.85982 23.4942 
4190 1 26.8638 6.88345 23.54 
4191 1 24.9949 8.58509 23.4938 
4812 1 23.24 5.12483 25.31 
4815 1 25.0377 5.14626 27.119 
4816 1 26.8418 5.12826 25.308 
4862 1 23.2202 6.86014 27.1187 
4864 1 23.1863 8.59807 25.3096 
4865 1 25.0338 6.87333 25.3017 
4866 1 26.8536 6.85658 27.1142 
4867 1 25.0196 8.54833 27.1114 
4868 4 26.8899 8.57327 25.3377 
4914 1 23.1535 10.4086 27.1014 
4242 5 26.9408 10.3778 23.5232 
4917 5 25.0087 10.3897 25.3486 
4238 1 23.1825 10.4022 23.4845 
4918 2 26.92 10.3868 27.0939 
5488 1 23.2398 5.13812 28.9358 
5491 1 25.031 5.14711 30.7455 
5492 1 26.8301 5.14065 28.9303 
5538 1 23.2254 6.87243 30.7396 
5540 1 23.1944 8.58661 28.9252 
5541 1 25.0369 6.87862 28.9345 
5542 1 26.8305 6.88876 30.7316 
5543 1 25.0114 8.59847 30.7418 
5544 1 26.8709 8.59037 28.8958 
6164 1 23.2383 5.14109 32.5581 
6168 1 26.8121 5.14084 32.5475 
6216 1 23.212 8.62137 32.5324 
6217 1 25.0275 6.88615 32.5486 
6220 1 26.839 8.62851 32.5432 
5590 1 23.1964 10.3881 30.7462 
5594 2 26.8726 10.3437 30.7086 
6269 1 25.0019 10.3498 32.5172 
5593 5 24.9954 10.3833 28.8765 
6266 1 23.1905 10.3552 34.327 
6219 1 25.0274 8.63256 34.3343 
6270 1 26.8803 10.355 34.3497 
6218 1 26.8229 6.88825 34.3492 
6214 1 23.2317 6.88991 34.3556 
6946 1 26.8862 10.367 37.9013 
7572 5 26.8237 8.65761 39.8185 
7569 1 24.9841 6.86985 39.8203 
7568 1 23.2243 8.62324 39.8196 
6840 1 23.2394 5.14306 36.1811 
6843 1 25.0147 5.14509 37.9958 
6844 1 26.7977 5.13473 36.1683 
6890 1 23.2379 6.88861 37.9821 
6892 1 23.2115 8.62562 36.1494 
6893 1 25.019 6.89311 36.1615 
6894 1 26.8071 6.86712 37.9665 
6895 1 25.0043 8.63267 37.9597 
6896 1 26.8378 8.61505 36.1526 
7516 1 23.24 5.12502 39.8269 
7520 1 26.7874 5.15353 39.8225 
6942 1 23.1794 10.3487 37.9733 
6945 1 25.0228 10.326 36.1418 
7621 4 24.9443 10.3586 39.8208 
6167 1 25.0256 5.1485 34.3657 
7519 1 25.0114 5.14159 41.6556 
7566 1 23.2389 6.88105 41.6621 
7570 1 26.7992 6.87301 41.6762 
7571 1 24.9943 8.63576 41.6862 
8192 1 23.238 5.13778 43.4808 
8195 1 25.0025 5.14672 45.3015 
8196 1 26.7825 5.13833 43.4842 
8242 1 23.2251 6.88181 45.3125 
8244 1 23.2165 8.6173 43.4938 
8245 1 25.0093 6.88366 43.4897 
8246 1 26.7856 6.88132 45.3022 
8247 1 25.0006 8.61868 45.3108 
8248 1 26.811 8.62136 43.4855 
8294 1 23.2167 10.3636 45.3022 
8298 1 26.8021 10.3656 45.2872 
7622 3 26.8686 10.3581 41.7301 
8297 1 25.0034 10.3529 43.5152 
7618 1 23.1743 10.3456 41.6721 
916 3 26.8321 15.8144 3.32721 
184 2 23.2284 12.1651 -0.335337 
913 1 24.9485 13.9452 3.32921 
912 1 23.2141 15.765 3.29191 
187 1 24.9679 12.112 1.48106 
188 1 26.7828 12.0837 -0.340924 
234 1 23.2456 13.94 1.51036 
236 5 23.2745 15.7887 -0.336848 
237 1 25.0098 13.941 -0.337555 
238 5 26.7997 13.9625 1.49427 
239 1 25.0192 15.796 1.55789 
240 3 26.7539 15.8419 -0.336004 
860 1 23.2297 12.1349 3.31766 
864 5 26.8229 12.1039 3.33293 
1590 5 26.9712 13.9601 8.76488 
863 1 24.9705 12.108 5.16098 
910 1 23.1932 13.9169 5.13391 
914 5 26.9124 13.96 5.19785 
915 5 25.014 15.8049 5.15185 
1592 3 27.0994 15.8639 6.96706 
1536 3 23.149 12.1058 6.90988 
1591 5 25.0828 15.8081 8.81864 
1539 5 25.0534 12.1087 8.75719 
1540 3 26.921 12.0242 6.93885 
1586 5 23.1717 13.9447 8.81671 
1588 3 23.149 15.7756 6.95862 
1589 2 25.0158 13.936 6.92521 
2264 3 23.1572 15.8209 10.6069 
2268 3 27.0349 15.8465 10.5886 
2212 3 23.1204 12.0881 10.6236 
2265 3 25.0853 13.9074 10.6226 
2216 3 26.9579 12.1089 10.6217 
2941 5 25.0559 13.9575 14.3188 
2938 3 23.1152 13.9318 16.118 
2943 5 25.0726 15.873 16.0828 
2944 3 27.0245 15.8095 14.2258 
2892 5 26.9347 12.108 14.3368 
2215 2 25.0232 12.1105 12.4403 
2891 3 24.9733 12.1228 16.0859 
2262 5 23.175 13.9311 12.3905 
2888 3 23.1594 12.1216 14.3082 
2942 3 27.0359 14.0632 16.065 
2266 5 26.9604 13.9749 12.4026 
2267 5 25.0851 15.8586 12.3454 
2940 5 23.1479 15.8327 14.2501 
4244 5 26.9936 12.2469 21.6922 
4293 3 25.0482 14.1123 21.7275 
3564 3 23.1404 12.1558 17.9142 
4292 2 23.2167 15.8382 21.7401 
4296 2 26.9072 15.8618 21.7759 
3567 5 25.0238 12.1913 19.8869 
3568 5 26.9854 12.1822 17.8788 
3614 5 23.1639 14.0215 19.8221 
3616 3 23.1504 15.8307 17.8962 
3617 5 25.0505 13.9918 17.8639 
3618 5 26.9874 14.0743 19.8136 
3619 5 25.0579 15.8857 19.7831 
3620 3 27.0204 15.8805 17.8834 
4240 3 23.1678 12.2061 21.7028 
4970 1 26.8863 14.1105 27.1067 
4966 1 23.217 14.0449 27.1222 
4972 1 26.8661 15.858 25.3557 
4243 5 25.024 12.2769 23.4911 
4290 1 23.2088 14.054 23.5147 
4294 1 26.9205 14.0977 23.5743 
4295 1 25.0845 15.8222 23.5646 
4971 1 25.0628 15.847 27.1354 
4916 1 23.1748 12.2658 25.3248 
4968 2 23.251 15.8174 25.3375 
4969 1 25.0511 14.0844 25.3419 
4919 2 25.0005 12.295 27.0926 
4920 2 26.9176 12.2895 25.3646 
6324 2 26.916 15.8563 32.5073 
5592 3 23.1775 12.2444 28.9029 
6321 5 25.0045 14.0599 32.4776 
5595 2 24.9699 12.2017 30.7083 
5596 5 26.8972 12.2544 28.9051 
5642 1 23.1758 14.0304 30.6812 
5644 1 23.2353 15.8304 28.9015 
5645 2 25.0292 14.0658 28.9315 
5646 3 26.9252 14.1075 30.6897 
5647 1 25.0261 15.8637 30.6738 
5648 1 26.8725 15.8566 28.9136 
6268 1 23.174 12.1719 32.5174 
6320 1 23.1814 15.8369 32.4883 
6272 5 26.9055 12.1961 32.4847 
6318 3 23.1543 13.9992 34.3566 
7672 3 23.1351 15.836 39.859 
7676 3 26.994 15.8126 39.8242 
7624 5 26.8939 12.1309 39.8218 
6944 1 23.1571 12.1367 36.1228 
7673 3 24.9681 14.0253 39.8412 
6947 5 25.0111 12.1342 37.9444 
6948 1 26.9097 12.1528 36.128 
6994 5 23.1614 13.994 37.9811 
6996 3 23.1148 15.8136 36.1421 
6997 1 25.0165 14.017 36.1265 
6998 5 26.9152 14.022 37.9516 
6999 5 25.0297 15.8656 37.9908 
7000 3 26.9665 15.8466 36.1242 
7620 3 23.1555 12.1369 39.8398 
6322 2 26.9419 14.0316 34.3842 
6323 5 25.0223 15.8562 34.3938 
6271 5 25.0137 12.1682 34.3638 
