LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2530497314545641e+00 4.6253049731452897e+01 xlo xhi
-1.2551195373430890e+00 4.6255119537342502e+01 ylo yhi
-1.2485814740622672e+00 4.6248581474063855e+01 zlo zhi

Atoms
id type x y z
4177 1 14.3131 6.97875 21.5999 
4176 1 12.5011 8.76578 21.6394 
3549 1 10.6412 10.6238 17.9003 
3553 3 14.324 10.5759 17.9929 
3554 1 16.0436 10.6206 19.8009 
4229 1 14.2489 10.6224 21.5873 
4856 2 16.0324 8.74844 25.2884 
4127 1 14.2951 5.10875 23.4204 
4174 5 12.4523 6.93172 23.4686 
4855 1 14.3004 8.74139 27.0795 
4178 4 16.0413 6.91137 23.388 
4179 2 14.3333 8.79138 23.4198 
4799 3 10.6369 5.14101 27.0944 
4800 3 12.4248 5.08381 25.2943 
4803 2 14.2221 5.06709 27.1157 
4804 5 16.0821 5.08593 25.2653 
4854 2 16.0655 6.92018 27.1407 
4850 1 12.4548 6.88611 27.0457 
4853 4 14.2731 6.90798 25.2888 
4852 2 12.4941 8.74937 25.2882 
4226 2 12.5156 10.6056 23.5251 
4230 1 16.0783 10.6354 23.3817 
4902 5 12.4457 10.6349 27.0096 
4905 3 14.371 10.6009 25.2751 
4906 4 16.0966 10.5546 27.1519 
6208 5 16.1376 8.69421 32.5656 
5476 4 12.4125 5.12045 28.9005 
5479 4 14.2547 5.14777 30.6148 
5480 1 16.0957 5.12421 28.8746 
6205 2 14.2635 6.93106 32.4681 
5526 2 12.401 6.95965 30.6819 
6204 2 12.3932 8.73677 32.5283 
5528 5 12.4555 8.74315 28.8536 
5529 4 14.2684 6.91744 28.8848 
5530 3 16.0904 6.88842 30.6257 
5531 3 14.3091 8.70524 30.6822 
5532 1 16.0616 8.72618 28.8912 
6152 5 12.4497 5.14011 32.4821 
6156 2 16.0894 5.18812 32.5152 
5578 5 12.483 10.5813 30.7285 
5581 1 14.3144 10.5932 28.8674 
6203 3 10.6453 8.76389 34.339 
6207 5 14.2194 8.75271 34.3701 
7560 4 16.1006 8.8062 39.8227 
6155 2 14.2752 5.1617 34.3777 
6202 1 12.388 6.90975 34.3703 
7508 4 15.9983 5.0779 39.8213 
6206 2 16.1485 6.88669 34.4208 
7504 5 12.4437 5.09089 39.8017 
7557 1 14.3311 6.92064 39.7968 
6828 2 12.4216 5.11962 36.2212 
6831 1 14.2776 5.11034 37.9917 
6832 3 16.0613 5.12116 36.1779 
6877 4 10.6305 6.92074 36.1545 
6878 1 12.4062 6.92567 38.0091 
7556 5 12.432 8.79667 39.8085 
6880 5 12.3732 8.79018 36.2086 
6881 3 14.2322 6.8749 36.222 
6882 1 16.0711 6.92059 37.953 
6883 5 14.3045 8.80263 37.9938 
6884 5 16.1603 8.80142 36.1406 
8236 5 16.0252 8.7638 43.4832 
7507 2 14.3173 5.0949 41.7333 
7554 5 12.4752 6.90426 41.7108 
8235 1 14.2625 8.74024 45.3563 
7558 3 16.0104 6.94739 41.6669 
7559 2 14.2738 8.81358 41.6108 
8179 1 10.5881 5.11711 45.3061 
8180 4 12.423 5.11502 43.5884 
8183 1 14.2546 5.11478 45.2906 
8184 1 16.0681 5.09315 43.5526 
8234 2 16.1024 6.92234 45.3292 
8230 3 12.4188 6.91623 45.2891 
8233 1 14.2708 6.87892 43.5602 
8232 5 12.4698 8.80867 43.5476 
7610 4 16.0708 10.5982 41.5993 
8286 2 16.0394 10.5733 45.3591 
901 1 14.2094 14.296 3.31321 
170 4 12.4653 10.6611 1.53024 
171 4 10.638 12.5006 1.53576 
172 1 12.4321 12.5194 -0.304627 
900 4 12.3746 16.0579 3.32868 
897 4 10.6383 14.2834 3.3006 
175 3 14.183 12.5569 1.48882 
176 5 16.0707 12.5268 -0.31996 
221 2 10.6567 14.3437 -0.334122 
222 4 12.387 14.2853 1.48954 
223 3 10.6165 16.097 1.53657 
224 4 12.3999 16.1279 -0.374203 
225 1 14.1707 14.308 -0.377791 
226 3 16.085 14.3262 1.48515 
227 5 14.1898 16.0929 1.50284 
228 5 16.0631 16.1097 -0.401149 
904 1 16.0428 16.1399 3.2978 
848 3 12.4673 12.5093 3.26912 
852 5 16.0753 12.4511 3.24172 
846 2 12.45 10.6524 5.10942 
847 2 10.6705 12.4946 5.11013 
1577 4 14.2146 14.3037 7.01269 
851 2 14.1955 12.4752 5.13086 
898 1 12.4206 14.2924 5.12676 
1580 2 16.0213 16.1058 7.06529 
902 5 16.0817 14.3614 5.14921 
903 3 14.2031 16.0644 5.09609 
1579 3 14.2487 16.0586 8.88443 
1522 3 12.5194 10.6501 8.8308 
1523 5 10.669 12.4608 8.8297 
1524 3 12.4652 12.4978 6.98436 
1525 3 14.2271 10.6635 7.00521 
1576 5 12.4255 16.0934 7.02613 
1527 2 14.2002 12.5209 8.85821 
1528 5 16.0789 12.5089 7.04119 
1573 1 10.6479 14.3034 6.99419 
1574 3 12.4518 14.3059 8.89234 
1578 1 16.0676 14.365 8.87646 
2249 3 10.6257 14.2631 10.6271 
2252 1 12.4061 16.0847 10.6232 
2253 1 14.2482 14.3406 10.6988 
2256 1 16.0974 16.1013 10.6582 
2932 2 16.1303 16.1827 14.2915 
2198 4 12.4672 10.6292 12.4398 
2199 1 10.6058 12.4501 12.4328 
2200 1 12.4901 12.4759 10.7157 
2201 4 14.2611 10.6257 10.6821 
2202 3 16.1033 10.6277 12.4096 
2203 1 14.2946 12.4335 12.4455 
2204 5 16.1031 12.5022 10.657 
2926 3 12.4746 14.3295 16.1007 
2250 4 12.4242 14.2749 12.405 
2251 5 10.6192 16.1249 12.4716 
2930 5 16.1273 14.3079 16.1405 
2880 4 16.1426 12.4202 14.2285 
2254 2 16.1407 14.3243 12.4759 
2255 4 14.2389 16.141 12.4408 
2879 5 14.2821 12.3922 16.1468 
2931 1 14.2648 16.1615 16.1278 
2928 2 12.453 16.1479 14.2953 
2875 3 10.6673 12.4276 16.0878 
2876 5 12.4065 12.4355 14.2436 
2877 4 14.3254 10.6554 14.2231 
2929 5 14.2848 14.3174 14.2381 
4280 2 12.4565 16.0782 21.6287 
3550 2 12.487 10.6381 19.7772 
3551 3 10.6885 12.5239 19.8273 
3552 2 12.4629 12.4253 17.9724 
4281 3 14.2893 14.3138 21.5762 
4232 2 16.0747 12.4601 21.5583 
3555 3 14.2814 12.4718 19.7704 
3556 3 16.0557 12.424 18.0124 
3601 5 10.6875 14.3022 17.905 
3602 1 12.518 14.2888 19.8073 
4284 5 16.1122 16.1301 21.6231 
3604 2 12.4873 16.1644 17.9034 
3605 1 14.2569 14.3179 17.9601 
3606 4 16.0328 14.2747 19.719 
3607 1 14.2904 16.1099 19.7272 
3608 3 16.0535 16.1534 17.9364 
4225 5 10.7456 10.646 21.6777 
4228 3 12.5125 12.5286 21.5587 
4956 4 12.4609 16.1142 25.2354 
4960 5 16.1147 16.1538 25.2338 
4955 2 10.6187 16.1119 27.0658 
4231 5 14.2744 12.4889 23.4524 
4278 2 12.4524 14.3358 23.4356 
4959 3 14.3019 16.1271 27.083 
4282 1 16.1372 14.2928 23.4307 
4283 1 14.2766 16.1056 23.4491 
4958 2 16.1229 14.3535 27.1409 
4954 1 12.4501 14.3665 27.0321 
4957 1 14.2598 14.3631 25.261 
4904 3 12.4362 12.5397 25.289 
4953 1 10.6527 14.3311 25.25 
4908 2 16.163 12.4768 25.2305 
4907 5 14.349 12.5041 27.0438 
6312 1 16.0877 16.1225 32.5075 
6256 5 12.4787 12.501 32.6053 
6309 4 14.2699 14.3064 32.5393 
5580 5 12.4505 12.5317 28.8833 
6257 2 14.2922 10.6411 32.5978 
5582 5 16.0633 10.6354 30.7032 
5583 1 14.2792 12.5169 30.7003 
5584 1 16.106 12.4637 28.9291 
6308 4 12.471 16.15 32.5566 
5630 3 12.5169 14.3646 30.7225 
6260 3 16.0871 12.4815 32.546 
5632 4 12.5045 16.0683 28.8872 
5633 4 14.2873 14.375 28.8966 
5634 5 16.1153 14.3187 30.7051 
5635 3 14.2561 16.14 30.7507 
5636 4 16.0922 16.1931 28.9189 
6310 2 16.1055 14.2192 34.3417 
6311 5 14.2685 16.1147 34.3587 
6254 3 12.4096 10.6448 34.3829 
7664 3 16.0287 16.1929 39.7982 
6258 1 16.0976 10.6887 34.3683 
6259 1 14.3111 12.4818 34.3963 
6306 4 12.4369 14.3263 34.4341 
6307 4 10.6064 16.1281 34.4328 
7608 3 12.4655 12.4336 39.8226 
6988 5 16.1196 16.1333 36.2027 
7661 5 14.2602 14.2382 39.7674 
6930 1 12.4426 10.6855 37.9513 
7660 5 12.4699 16.1533 39.7916 
6932 2 12.4618 12.4706 36.1064 
6933 1 14.2788 10.6889 36.1463 
6934 4 16.1352 10.653 37.9812 
6935 1 14.2529 12.403 37.9429 
6936 4 16.0689 12.4163 36.1977 
7612 3 16.1224 12.3721 39.7661 
6982 4 12.4707 14.2796 37.9049 
7609 2 14.2753 10.6924 39.8009 
6984 4 12.4385 16.1039 36.2098 
6985 1 14.2755 14.2534 36.2081 
6986 2 16.0955 14.1995 38.0077 
6987 3 14.2731 16.164 37.9491 
7606 4 12.454 10.7084 41.6873 
7607 3 10.6384 12.4864 41.6954 
8339 4 14.1867 16.1389 45.3005 
7611 3 14.2677 12.3975 41.6403 
7658 2 12.4708 14.2512 41.6932 
8340 5 16.0857 16.1444 43.4864 
7662 5 16.1004 14.2982 41.5977 
7663 4 14.2407 16.1888 41.6477 
8281 4 10.6506 10.6785 43.5106 
8282 3 12.4294 10.6709 45.3092 
8283 2 10.7013 12.533 45.3067 
8284 4 12.4394 12.4611 43.4732 
8285 4 14.2227 10.6625 43.503 
8338 4 16.0469 14.3201 45.3027 
8287 2 14.1609 12.5033 45.3299 
8288 5 16.0377 12.4542 43.5185 
8333 3 10.6604 14.3236 43.4736 
8334 4 12.429 14.3598 45.2995 
8335 3 10.6202 16.0795 45.2453 
8336 4 12.4458 16.1363 43.4638 
8337 2 14.2028 14.3138 43.4907 
1005 1 14.2926 21.564 3.28966 
274 3 12.3639 17.9181 1.57556 
956 3 16.0371 19.7392 3.32777 
276 5 12.3617 19.6687 -0.328917 
277 2 14.2325 17.918 -0.346228 
278 1 16.0263 17.9538 1.52327 
279 3 14.2692 19.6978 1.54158 
280 3 16.0466 19.7141 -0.329003 
953 1 14.2321 17.9419 3.29767 
326 5 12.4106 21.6112 1.53582 
329 5 14.245 21.5791 -0.351816 
330 1 16.0412 21.5406 1.48609 
949 4 10.5722 17.8807 3.29937 
952 3 12.4133 19.7365 3.27021 
950 5 12.455 17.9177 5.11728 
1682 4 15.9935 21.6439 8.80873 
954 5 15.9936 17.9076 5.20043 
955 4 14.2576 19.7945 5.11489 
1002 5 12.4365 21.6285 5.11109 
1006 2 16.0259 21.5697 5.1863 
1681 3 14.2703 21.6532 7.01118 
1626 3 12.4087 17.9167 8.86437 
1678 1 12.417 21.6491 8.86662 
1628 5 12.4821 19.7891 7.02081 
1629 1 14.234 17.9117 7.10267 
1630 2 16.1032 17.8954 8.84177 
1631 4 14.1906 19.8455 8.86218 
1632 2 16.0094 19.7416 7.07971 
2301 1 10.6371 17.9435 10.6343 
2308 5 16.0624 19.8096 10.655 
3030 4 12.3603 21.6184 16.0617 
2302 1 12.4086 17.9833 12.4485 
2303 1 10.6246 19.789 12.4646 
2304 3 12.3814 19.806 10.6678 
2305 5 14.2156 17.9311 10.6416 
2306 3 16.0837 17.8847 12.4633 
2307 1 14.1858 19.7714 12.465 
2984 5 16.0908 19.7139 14.2656 
2353 1 10.6089 21.6459 10.6646 
2354 4 12.3399 21.6096 12.447 
2357 1 14.1451 21.5887 10.7072 
2358 3 16.0522 21.6078 12.4998 
3034 5 16.1064 21.6061 16.1256 
2978 3 12.4642 17.9247 16.1068 
3033 5 14.1764 21.6244 14.272 
2980 2 12.3981 19.7364 14.2954 
2981 3 14.2236 17.9215 14.2439 
2982 2 16.0981 17.9254 16.1321 
2983 1 14.2322 19.7072 16.1075 
4385 2 14.2984 21.5794 21.5608 
3654 5 12.416 17.9791 19.7668 
4381 1 10.5584 21.5269 21.6267 
3656 5 12.4044 19.7783 17.8809 
3657 3 14.3132 17.936 17.9248 
3658 1 16.0818 17.9574 19.6971 
3659 2 14.3171 19.7977 19.7172 
3660 4 16.0879 19.7469 17.8954 
4336 2 16.1536 19.7957 21.5818 
3706 3 12.4227 21.5127 19.7765 
3709 4 14.2503 21.5684 17.891 
3710 3 16.0739 21.5817 19.6804 
4333 5 14.2732 17.963 21.6129 
4332 2 12.374 19.8185 21.6398 
4330 2 12.4065 17.8956 23.4665 
5062 2 16.1502 21.5277 27.1006 
4334 1 16.1528 18.0227 23.4607 
4335 5 14.2923 19.8366 23.4686 
4382 3 12.3495 21.6078 23.4374 
4386 3 16.1681 21.5885 23.4447 
5061 4 14.2775 21.6078 25.3162 
5006 5 12.468 17.9073 27.0742 
5058 1 12.4368 21.6255 27.0992 
5008 5 12.3862 19.8012 25.2661 
5009 3 14.2988 17.9344 25.2452 
5010 3 16.071 18.0005 27.071 
5011 4 14.2913 19.7719 27.0614 
5012 3 16.1457 19.7666 25.2862 
6413 2 14.2964 21.5807 32.5945 
5682 2 12.5255 17.9148 30.6697 
6364 1 16.085 19.7748 32.5538 
5684 4 12.497 19.7721 28.8521 
5685 4 14.298 17.9334 28.8836 
5686 2 16.0693 17.9375 30.7231 
5687 1 14.291 19.7157 30.7079 
5688 2 16.1245 19.7303 28.8887 
5733 3 10.6366 21.5887 28.8306 
5734 5 12.452 21.5842 30.7155 
5737 2 14.2747 21.5697 28.871 
5738 5 16.1116 21.5775 30.7218 
6361 1 14.3168 17.9395 32.5457 
6360 5 12.4585 19.7058 32.5985 
6359 2 10.5881 19.7435 34.3942 
6362 1 16.095 17.9881 34.35 
6414 4 16.1157 21.5995 34.3571 
6358 1 12.4161 17.8846 34.4223 
7761 5 10.6143 21.5619 39.8395 
7716 4 16.0945 19.7863 39.8049 
6363 2 14.2924 19.7393 34.4034 
6410 3 12.4228 21.577 34.3934 
7713 1 14.2945 17.9531 39.8065 
7033 4 10.6148 17.8791 36.183 
7034 4 12.4431 17.9342 37.9339 
7035 2 10.6121 19.7666 37.9816 
7036 2 12.4034 19.7866 36.1426 
7037 3 14.2429 17.939 36.1823 
7038 1 16.1102 17.9818 38.0157 
7039 5 14.2577 19.7809 37.9756 
7040 2 16.1274 19.7728 36.1677 
7085 3 10.5789 21.6004 36.2167 
7086 3 12.4558 21.5828 38.0233 
7089 1 14.2981 21.6006 36.1305 
7090 4 16.1185 21.59 37.9942 
7765 3 14.2496 21.5679 39.8276 
7712 3 12.4776 19.7206 39.8466 
7710 1 12.4561 17.9618 41.6748 
7711 3 10.6273 19.7152 41.6471 
7714 1 16.0725 17.9417 41.6129 
7715 2 14.2718 19.7325 41.6431 
7762 4 12.4575 21.5711 41.6198 
7766 3 16.0912 21.5511 41.5914 
8385 4 10.6346 17.887 43.4465 
8386 3 12.3729 17.8578 45.2386 
8387 4 10.6368 19.6956 45.272 
8388 3 12.3881 19.6987 43.4619 
8389 1 14.2285 17.9152 43.4528 
8390 1 16.111 17.9436 45.2727 
8391 5 14.2384 19.6847 45.2654 
8392 1 16.1169 19.6846 43.437 
8437 5 10.6386 21.6063 43.4553 
8438 4 12.4163 21.6363 45.2871 
8441 5 14.2871 21.6029 43.4799 
8442 2 16.1122 21.5733 45.3397 
1060 2 16.133 27.1181 3.36733 
328 3 12.4559 23.4554 -0.412109 
331 3 14.2296 23.466 1.46265 
332 5 16.0936 23.4605 -0.302644 
377 5 10.5945 25.2451 -0.416766 
378 2 12.4437 25.2406 1.41037 
1057 5 14.2458 25.3257 3.33414 
380 3 12.4708 27.0741 -0.36758 
381 1 14.2617 25.2998 -0.376912 
382 2 16.1089 25.3535 1.48055 
383 3 14.2612 27.174 1.40144 
384 4 16.0963 27.1074 -0.372144 
1004 2 12.4534 23.4523 3.33362 
1008 5 16.0656 23.4431 3.29652 
1056 5 12.3964 27.1729 3.27726 
1736 5 16.0652 27.0948 6.94687 
1007 1 14.2714 23.4388 5.1982 
1054 4 12.4265 25.2254 5.19234 
1735 4 14.1603 27.102 8.79895 
1058 1 16.0756 25.2652 5.17576 
1059 3 14.2254 27.1376 5.17031 
1679 3 10.6004 23.3807 8.87009 
1680 4 12.4104 23.3856 7.00047 
1683 2 14.1613 23.4128 8.82452 
1684 3 16.041 23.4486 6.96768 
1729 5 10.5826 25.1882 7.03023 
1730 3 12.3933 25.2042 8.84893 
1734 5 16.0189 25.233 8.80073 
1732 2 12.4066 27.0926 7.02547 
1733 2 14.1745 25.2486 6.95629 
2408 5 12.3484 27.0641 10.6363 
2412 5 15.9758 27.1421 10.6432 
3088 1 16.0082 27.1315 14.3297 
2356 4 12.3696 23.4379 10.6685 
2359 4 14.1165 23.4241 12.4512 
2360 5 15.998 23.397 10.7007 
3087 3 14.1937 27.124 16.1654 
2406 1 12.3203 25.2287 12.4669 
3086 5 16.0567 25.2262 16.1298 
3083 1 10.6061 27.0852 16.0936 
2409 1 14.1481 25.2505 10.6851 
2410 2 15.9916 25.2784 12.5155 
2411 1 14.1492 27.1216 12.4972 
3082 1 12.3762 25.296 16.1173 
3085 5 14.1437 25.2631 14.2868 
3032 3 12.3063 23.4226 14.2851 
3035 3 14.1673 23.4221 16.1121 
3036 2 16.1062 23.4081 14.256 
3084 3 12.3464 27.1333 14.2796 
3707 5 10.5802 23.3706 19.7621 
3708 5 12.4113 23.402 17.9162 
3711 2 14.2761 23.3874 19.7228 
3712 4 16.0402 23.3968 17.9249 
3757 3 10.6162 25.3054 17.8845 
3758 3 12.3669 25.3025 19.7338 
3759 3 10.6509 27.0995 19.7657 
3760 3 12.388 27.0828 17.9361 
3761 1 14.208 25.2798 17.9393 
3762 3 16.0538 25.2113 19.7061 
3763 1 14.1868 27.032 19.727 
3764 3 16.0108 27.0583 18.0016 
4384 5 12.4074 23.3891 21.6304 
4388 3 16.0929 23.3411 21.5982 
4433 4 10.6274 25.2871 21.6717 
4436 1 12.408 27.0193 21.5622 
4437 2 14.2592 25.1678 21.5501 
4440 2 16.0409 26.9993 21.4599 
4383 3 10.5804 23.4242 23.4822 
4387 3 14.2938 23.3212 23.4173 
4434 3 12.4115 25.2083 23.4752 
5116 2 16.1365 26.9452 25.2875 
4438 4 16.1296 25.0831 23.3642 
4439 5 14.2855 26.9632 23.3967 
5115 2 14.2698 27.0173 27.094 
5060 2 12.4484 23.3432 25.2102 
5063 3 14.2851 23.3608 27.123 
5064 5 16.1469 23.3645 25.2756 
5114 2 16.09 25.2119 27.1336 
5110 5 12.4649 25.1601 27.0393 
5113 2 14.2912 25.1579 25.2296 
5112 1 12.4464 27.0326 25.24 
5735 4 10.6204 23.4332 30.766 
5736 2 12.4361 23.4061 28.9132 
5739 1 14.293 23.4365 30.7364 
5740 2 16.1194 23.3914 28.8802 
5785 2 10.6339 25.2028 28.9323 
5786 4 12.4903 25.2073 30.7531 
5787 2 10.6156 27.0462 30.8006 
5788 5 12.4958 27.043 28.9697 
5789 1 14.2851 25.1644 28.9379 
5790 2 16.1013 25.1902 30.708 
5791 4 14.3112 27.0243 30.7378 
5792 2 16.0845 27.0234 28.954 
6412 5 12.4477 23.4477 32.6208 
6416 3 16.0999 23.385 32.5735 
6468 4 16.1447 27.0542 32.4795 
6464 3 12.4663 27.0261 32.4832 
6465 2 14.3271 25.2437 32.5634 
6415 1 14.3319 23.3935 34.364 
6462 4 12.4339 25.3375 34.3794 
6467 2 14.3247 27.0306 34.354 
7820 4 16.1663 27.0746 39.8146 
7768 1 16.106 23.3516 39.7615 
7764 3 12.4416 23.4425 39.7981 
7817 2 14.3261 25.2471 39.7569 
6466 4 16.1391 25.1822 34.3687 
7144 3 16.1497 27.0285 36.2134 
7087 2 10.6087 23.4117 37.9726 
7088 5 12.4412 23.4035 36.1546 
7091 2 14.2808 23.3559 38.031 
7092 2 16.1312 23.3656 36.1852 
7816 5 12.4265 27.0721 39.8151 
7138 3 12.4096 25.2665 37.9944 
7813 2 10.6285 25.24 39.823 
7140 3 12.4048 27.0577 36.2748 
7141 5 14.3021 25.2567 36.1989 
7142 4 16.1433 25.2366 37.9929 
7143 3 14.3134 27.0632 38.002 
7763 4 10.6589 23.4399 41.6772 
7767 5 14.3004 23.4411 41.599 
7814 4 12.4084 25.2205 41.6785 
7815 3 10.6874 27.0974 41.7099 
7818 4 16.1581 25.2727 41.6517 
7819 5 14.3187 27.0927 41.681 
8439 4 10.6007 23.4502 45.2723 
8440 1 12.4433 23.453 43.5196 
8443 1 14.245 23.4628 45.3408 
8444 4 16.1317 23.44 43.5524 
8489 2 10.6442 25.2502 43.5204 
8490 4 12.463 25.2913 45.3208 
8496 1 16.1416 27.1167 43.543 
8492 3 12.4268 27.0823 43.4833 
8493 5 14.3093 25.2572 43.537 
8494 1 16.1252 25.2902 45.3548 
8495 3 14.3075 27.0823 45.3381 
1161 5 14.2133 32.5541 3.19369 
430 3 12.4257 28.8829 1.34852 
1112 5 16.108 30.6648 3.27247 
432 1 12.4058 30.7138 -0.345975 
433 3 14.2716 28.8934 -0.391658 
434 1 16.1213 28.8378 1.4396 
435 3 14.223 30.58 1.44025 
436 5 16.1429 30.685 -0.367243 
1109 3 14.3008 28.8583 3.31146 
482 3 12.3306 32.5399 1.43931 
485 5 14.1993 32.4947 -0.347774 
486 2 16.1802 32.5164 1.46712 
1108 5 12.3754 30.6203 3.25328 
483 1 10.5964 34.3542 1.43885 
1106 2 12.3882 28.9271 5.21342 
1838 2 16.041 32.5464 8.74007 
1110 1 16.0886 28.9103 5.17016 
1111 1 14.2538 30.6436 5.19887 
1158 5 12.4032 32.5271 5.11964 
1162 5 16.0496 32.5403 5.15323 
1837 3 14.1784 32.5501 6.96909 
1782 1 12.3394 28.9051 8.78084 
1783 1 10.6115 30.6878 8.82356 
1784 3 12.3685 30.6864 6.97086 
1785 4 14.2221 28.9004 6.97079 
1786 2 16.0649 28.9111 8.76527 
1787 5 14.1662 30.7262 8.77641 
1788 4 16.0972 30.6833 6.95103 
1833 5 10.5834 32.5392 6.97374 
1834 3 12.3711 32.5547 8.80159 
1839 4 14.1659 34.3046 8.78377 
1840 3 15.999 34.3458 6.94477 
2512 2 12.3761 34.3484 10.6154 
3190 3 16.0626 32.4563 16.1615 
2458 3 12.2986 28.9065 12.4689 
2459 1 10.5913 30.7313 12.4498 
2460 3 12.3443 30.7051 10.6361 
2461 1 14.1107 28.9051 10.6385 
2462 2 16.0069 28.9328 12.5261 
2463 2 14.1165 30.683 12.4428 
2464 5 16.0379 30.684 10.6354 
2509 2 10.6085 32.5479 10.6167 
2510 1 12.345 32.5253 12.4501 
2513 4 14.1418 32.5542 10.651 
2514 2 16.0148 32.495 12.457 
3133 3 10.5569 28.8646 14.2921 
3134 3 12.3761 28.8817 16.142 
3189 5 14.1488 32.4414 14.3062 
3136 3 12.2798 30.6583 14.2991 
3137 2 14.1679 28.9203 14.327 
3138 1 15.998 28.9008 16.1552 
3139 1 14.1922 30.6727 16.1781 
3140 1 16.0413 30.6989 14.3553 
3186 2 12.3215 32.4593 16.1607 
3192 5 16.0275 34.3236 14.3243 
2515 1 14.1621 34.3112 12.4446 
2516 4 15.9655 34.2745 10.6398 
3188 2 12.348 34.3513 14.2789 
3809 3 10.6197 28.859 17.9686 
3810 3 12.4341 28.86 19.7725 
4541 3 14.1566 32.5688 21.5367 
3812 1 12.4069 30.6726 17.9766 
3813 4 14.1962 28.8873 17.9604 
3814 1 15.9503 28.8735 19.7326 
3815 3 14.1948 30.7235 19.7468 
3816 4 15.9917 30.7288 17.9631 
4537 5 10.6072 32.5485 21.594 
3862 4 12.4109 32.5145 19.7441 
3865 1 14.2159 32.4724 17.9559 
3866 1 16.0394 32.548 19.7769 
4492 2 15.9917 30.7585 21.5111 
4488 3 12.4566 30.6968 21.5413 
4489 3 14.2043 28.8691 21.4819 
3864 5 12.3174 34.3974 17.9725 
3867 5 14.2277 34.4276 19.783 
3868 5 16.0951 34.391 17.9378 
4486 5 12.427 28.8575 23.394 
4487 3 10.6629 30.7239 23.3758 
4490 5 16.0143 28.9295 23.3725 
4491 2 14.1888 30.7515 23.3785 
4538 1 12.4941 32.5887 23.3881 
4542 5 16.0154 32.5937 23.3727 
5161 4 10.646 28.8709 25.2525 
5162 3 12.5182 28.8779 27.0864 
5163 2 10.6734 30.6768 27.1087 
5164 2 12.4611 30.7059 25.2696 
5165 2 14.256 28.8444 25.2963 
5166 5 16.089 28.8512 27.1383 
5167 4 14.2261 30.6974 27.1106 
5168 2 15.9963 30.7484 25.2852 
5213 5 10.6821 32.5895 25.2608 
5214 3 12.4549 32.5528 27.0938 
5217 2 14.2116 32.5895 25.2816 
5218 4 16.0344 32.5609 27.0538 
5837 5 10.6122 28.9207 28.9383 
5838 4 12.466 28.9099 30.7597 
5839 4 10.6294 30.7169 30.7384 
5840 3 12.4861 30.6942 28.9209 
5841 1 14.2584 28.901 28.9691 
5842 1 16.1487 28.8489 30.6914 
5843 4 14.281 30.6815 30.7075 
5844 2 16.1159 30.6607 28.9396 
5889 1 10.6735 32.4759 28.89 
5890 3 12.4382 32.4569 30.7302 
5893 5 14.3005 32.5312 28.9118 
5894 4 16.1281 32.5402 30.7225 
6569 2 14.3093 32.4443 32.4955 
6516 1 12.4292 30.6823 32.5011 
6517 5 14.3199 28.8784 32.5133 
6520 2 16.1584 30.7073 32.4899 
6565 3 10.621 32.4484 32.5045 
5895 1 14.3078 34.3798 30.6909 
6572 5 16.0701 34.3347 32.5959 
6515 1 10.6093 30.6614 34.3065 
6566 5 12.495 32.4759 34.3474 
6514 5 12.4405 28.8632 34.3678 
7248 2 16.1307 34.3565 36.1979 
6518 2 16.1142 28.8738 34.3882 
6519 1 14.3433 30.7144 34.3914 
7247 1 14.2594 34.3456 38.0331 
6570 1 16.0693 32.5311 34.435 
7189 4 10.6017 28.8597 36.2234 
7190 4 12.4398 28.8781 37.9922 
7191 2 10.6548 30.6626 38.0787 
7192 2 12.4872 30.6751 36.2327 
7193 2 14.3041 28.8456 36.2143 
7194 2 16.1057 28.8763 37.9867 
7195 4 14.2827 30.7366 37.9826 
7196 3 16.0429 30.7416 36.1818 
7241 5 10.6598 32.5176 36.248 
7242 1 12.4869 32.5495 38.0466 
7245 1 14.2723 32.5505 36.2238 
7246 2 16.0909 32.5466 37.9799 
7865 3 10.6337 28.8846 39.8598 
7868 4 12.4228 30.671 39.8478 
7869 5 14.3084 28.965 39.8403 
7872 1 16.1381 30.7072 39.9354 
7917 2 10.6428 32.5147 39.8418 
7921 5 14.2906 32.476 39.8758 
7244 4 12.4704 34.3548 36.2267 
7866 3 12.4103 28.948 41.7358 
7867 4 10.619 30.6815 41.6597 
7870 1 16.1685 28.9147 41.7179 
7871 4 14.3038 30.6773 41.7786 
7918 5 12.4298 32.5054 41.7443 
7922 4 16.0983 32.4971 41.7834 
8541 1 10.6318 28.8807 43.4982 
8542 5 12.4423 28.8823 45.322 
8598 4 16.1463 32.537 45.2861 
8544 4 12.4497 30.7052 43.5153 
8545 1 14.3006 28.8856 43.5195 
8546 1 16.0872 28.8733 45.3188 
8547 3 14.2653 30.7205 45.2754 
8548 2 16.1107 30.6971 43.543 
8593 2 10.5779 32.5843 43.5388 
8594 4 12.4185 32.5165 45.265 
8597 3 14.2954 32.5201 43.5654 
7923 2 14.2912 34.331 41.7944 
8596 1 12.4178 34.3548 43.5556 
8599 2 14.2346 34.3433 45.2897 
8600 1 16.1432 34.3364 43.5423 
1265 2 14.158 39.8861 3.20404 
484 2 12.3537 34.3814 -0.399372 
487 1 14.1457 34.3883 1.39763 
488 5 16.1064 34.3417 -0.34478 
533 1 10.5654 36.1874 -0.378779 
534 1 12.3384 36.1891 1.40872 
