LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2530497314545641e+00 4.6253049731452897e+01 xlo xhi
-1.2551195373430890e+00 4.6255119537342502e+01 ylo yhi
-1.2485814740622672e+00 4.6248581474063855e+01 zlo zhi

Atoms
id type x y z
8352 2 27.0255 16.2273 43.499 
8296 3 23.4157 12.4323 43.5004 
8297 1 25.2554 10.5857 43.495 
8351 2 25.2458 16.2044 45.2532 
8299 1 25.264 12.3836 45.2308 
8300 2 27.0807 12.3595 43.4533 
8346 5 23.4005 14.3419 45.2318 
8348 2 23.44 16.1274 43.353 
8349 1 25.2031 14.2481 43.4351 
8350 5 27.0332 14.2851 45.253 
286 4 23.3938 17.9479 1.48345 
288 2 23.4118 19.8065 -0.321303 
289 1 25.2338 17.926 -0.338521 
290 3 27.0466 17.9429 1.50249 
291 5 25.2489 19.7481 1.48047 
292 3 27.0576 19.6977 -0.344776 
338 4 23.3976 21.5858 1.44925 
341 1 25.277 21.627 -0.306674 
342 1 27.1006 21.5621 1.45271 
964 1 23.39 19.7298 3.33254 
965 4 25.2503 17.9839 3.34485 
968 3 27.1013 19.7703 3.35223 
1017 5 25.255 21.5744 3.35545 
962 3 23.4068 17.9845 5.16251 
966 2 27.0832 17.9945 5.19871 
967 2 25.2013 19.7545 5.19417 
1014 1 23.3741 21.5613 5.22081 
1018 2 27.0785 21.58 5.18627 
1638 4 23.4268 17.9312 8.78485 
1640 1 23.3845 19.7749 6.98209 
1641 2 25.2174 17.9462 6.99285 
1642 2 27.0534 17.8985 8.76376 
1643 5 25.2619 19.7874 8.78617 
1644 2 27.0969 19.7932 6.96928 
1690 2 23.3898 21.6107 8.80132 
1693 4 25.227 21.6064 6.95971 
1694 4 27.0541 21.634 8.78242 
2316 5 23.4146 19.7279 10.6392 
2369 3 25.2928 21.6331 10.6011 
2314 3 23.3858 17.8808 12.5075 
3046 1 26.9839 21.569 16.1313 
2317 4 25.2467 17.8764 10.6399 
2318 4 27.0305 17.8976 12.4693 
2319 2 25.2452 19.6976 12.4642 
2320 3 27.0206 19.7409 10.6333 
2366 5 23.4279 21.6033 12.4924 
3045 3 25.2774 21.6213 14.3036 
2370 2 26.9719 21.5925 12.4327 
2990 4 23.4026 17.9868 16.1199 
2992 4 23.4112 19.7006 14.3047 
2993 2 25.2247 17.9221 14.3258 
2994 3 27.0004 17.9211 16.1388 
2995 1 25.2396 19.7367 16.1231 
2996 2 26.9834 19.747 14.3238 
3042 5 23.4333 21.5435 16.0773 
3666 4 23.4587 17.9571 19.7473 
3668 4 23.4159 19.7769 17.962 
3669 2 25.1842 17.9485 17.909 
3670 5 26.9706 17.9003 19.78 
3671 4 25.1858 19.806 19.7575 
3672 4 26.9998 19.7719 17.9271 
3718 1 23.3926 21.5851 19.741 
3721 2 25.2382 21.5636 17.9683 
3722 1 27.0334 21.5512 19.7628 
4344 2 23.4338 19.8216 21.6181 
4345 2 25.1517 17.9127 21.6588 
4348 5 27.0477 19.7517 21.6514 
4397 2 25.2168 21.5788 21.615 
4342 3 23.4223 17.9883 23.4974 
4346 2 27.0202 17.9005 23.4979 
4347 1 25.1703 19.7678 23.5052 
4394 1 23.3942 21.5539 23.4981 
4398 2 27.0007 21.5708 23.4931 
5018 2 23.3509 17.9363 27.0655 
5020 4 23.3869 19.7706 25.2552 
5021 1 25.1884 17.9518 25.2589 
5022 3 27.0177 17.9547 26.9939 
5023 4 25.1545 19.7225 27.036 
5024 3 26.993 19.6987 25.249 
5070 4 23.4098 21.5743 27.0389 
5073 1 25.1841 21.5715 25.2685 
5074 5 26.9738 21.5649 27.1346 
5694 4 23.3639 17.9402 30.7138 
5696 1 23.3923 19.7222 28.8629 
5697 2 25.1537 17.9295 28.8809 
5698 4 26.9665 17.9268 30.7179 
5699 4 25.1179 19.7032 30.71 
5700 2 26.9607 19.6843 28.8906 
5746 5 23.3575 21.5655 30.7651 
5749 3 25.0822 21.5436 28.8481 
5750 5 26.9917 21.5642 30.6207 
6372 3 23.3888 19.7141 32.5703 
6373 4 25.1473 17.9145 32.518 
6376 5 26.9654 19.7326 32.5227 
6425 1 25.1788 21.6046 32.5549 
6370 3 23.3981 17.9897 34.3587 
6422 2 23.3543 21.6067 34.3117 
7777 4 25.2354 21.6709 39.8322 
6374 4 26.992 17.8694 34.3823 
6375 2 25.191 19.7415 34.3703 
7728 2 27.0632 19.7951 39.8047 
6426 2 27.0407 21.6572 34.3274 
7046 5 23.3838 17.9699 37.9952 
7048 3 23.3817 19.8166 36.165 
7049 4 25.2327 17.9671 36.162 
7050 1 27.046 17.9391 37.9805 
7051 2 25.2638 19.8108 37.9844 
7052 3 27.0468 19.7967 36.1978 
7098 4 23.3613 21.6347 37.9745 
7101 5 25.2056 21.6244 36.1722 
7102 3 27.0817 21.6333 38.03 
7724 5 23.4171 19.8563 39.8412 
7725 2 25.2873 17.9659 39.869 
7722 4 23.4698 18.0232 41.6636 
7726 3 27.0451 17.983 41.6353 
7727 3 25.2386 19.8032 41.6665 
7774 4 23.4186 21.6581 41.658 
7778 5 27.0697 21.6126 41.6673 
8398 5 23.4129 17.9542 45.2849 
8400 1 23.4288 19.8312 43.406 
8401 1 25.2368 18.0142 43.415 
8402 3 27.0601 17.9907 45.3272 
8403 2 25.2348 19.7653 45.3298 
8404 2 27.0689 19.7273 43.4753 
8450 2 23.465 21.6294 45.3362 
8453 2 25.2115 21.6149 43.4695 
8454 5 27.0514 21.6009 45.3479 
340 2 23.3911 23.3516 -0.314762 
343 4 25.3006 23.3806 1.46881 
344 3 27.0937 23.4131 -0.321938 
390 5 23.3493 25.2255 1.47403 
392 4 23.3287 27.0045 -0.363276 
393 2 25.2761 25.1306 -0.327628 
394 3 27.0758 25.1943 1.52487 
395 5 25.2774 27.0292 1.44929 
396 2 27.1078 27.0155 -0.347042 
1016 5 23.4091 23.411 3.33092 
1020 2 27.0673 23.424 3.35658 
1068 2 23.3147 27.0631 3.3304 
1069 4 25.2896 25.2231 3.32577 
1072 3 27.068 26.9908 3.32843 
1019 4 25.2499 23.3877 5.22193 
1066 5 23.4308 25.2685 5.15565 
1070 2 27.029 25.209 5.18102 
1071 4 25.2644 27.0445 5.1711 
1692 2 23.4062 23.3942 6.97726 
1695 2 25.2346 23.4048 8.79893 
1696 4 27.0253 23.3835 6.98252 
1742 2 23.3991 25.2142 8.8094 
1744 2 23.41 27.1041 6.97322 
1745 4 25.2634 25.2028 6.97273 
1746 2 27.0336 25.1886 8.79815 
1747 5 25.2487 27.0299 8.79674 
1748 3 27.0061 27.0702 6.94352 
2368 2 23.3991 23.4093 10.6192 
2420 1 23.4066 27.0268 10.5914 
3100 5 27.0415 27.1208 14.2712 
2371 1 25.2558 23.4266 12.4193 
2372 1 27.0223 23.4576 10.623 
2418 1 23.4086 25.1981 12.4151 
3099 1 25.2305 27.0656 16.1349 
2421 1 25.2178 25.2062 10.663 
2422 4 27.0656 25.2225 12.3862 
2423 4 25.1994 27.0225 12.3754 
2424 4 27.0405 27.012 10.6734 
3044 1 23.4073 23.4145 14.2461 
3047 1 25.2564 23.3778 16.1131 
3048 3 27.0095 23.4064 14.2745 
3094 2 23.4294 25.1893 16.1298 
3096 1 23.3918 27.0042 14.2893 
3097 5 25.2218 25.2169 14.2613 
3098 1 27.021 25.1939 16.1469 
3720 3 23.4448 23.3413 17.9782 
3723 3 25.265 23.3221 19.7701 
3724 4 26.9983 23.3631 17.9376 
3770 5 23.4181 25.1093 19.8196 
3772 5 23.3814 27.0485 17.9499 
3773 4 25.2302 25.1291 17.9078 
3774 2 27.0084 25.1603 19.7395 
3775 5 25.2026 27.048 19.8388 
3776 5 27.0682 27.0592 17.9183 
4396 2 23.3983 23.2757 21.628 
4400 4 26.993 23.3407 21.6239 
4448 3 23.3554 27.0673 21.6239 
4449 1 25.2792 25.1232 21.6395 
4452 4 27.046 27.0304 21.5991 
4399 3 25.2176 23.3491 23.4912 
4446 5 23.3464 25.1413 23.427 
4450 4 26.9999 25.1435 23.4867 
4451 5 25.1961 27.0184 23.4433 
5072 1 23.3817 23.3182 25.2658 
5075 4 25.1745 23.3832 27.103 
5076 3 26.9754 23.4219 25.287 
5122 5 23.3757 25.2127 27.0698 
5124 1 23.3201 27.0375 25.2559 
5125 4 25.21 25.1656 25.2769 
5126 2 26.9937 25.2287 27.0871 
5127 3 25.2017 27.0373 27.046 
5128 3 27.0024 27.0078 25.3183 
5748 4 23.361 23.437 28.8785 
5751 5 25.185 23.4665 30.6929 
5752 4 27.0308 23.4611 28.8703 
5798 1 23.3178 25.2545 30.6967 
5800 4 23.3674 26.983 28.9389 
5801 4 25.2194 25.2802 28.8955 
5802 1 27.0757 25.2555 30.6839 
5803 4 25.2022 27.0052 30.6879 
5804 1 27.021 27.0408 28.8995 
6424 1 23.3031 23.4648 32.5394 
6428 1 27.0571 23.4398 32.498 
6476 3 23.3367 27.0345 32.4759 
6477 2 25.1586 25.259 32.4912 
6480 2 27.047 27.0478 32.4859 
6427 2 25.1455 23.4365 34.2877 
6474 1 23.322 25.1877 34.3271 
7832 5 27.0687 27.0187 39.9095 
7829 3 25.1992 25.1373 39.8642 
6478 5 27.0516 25.1942 34.3656 
6479 5 25.1603 27.0524 34.3707 
7100 1 23.348 23.4294 36.1521 
7103 2 25.1784 23.4162 38.0227 
7104 2 27.1051 23.3781 36.1702 
7150 3 23.3594 25.1592 38.0445 
7152 2 23.3154 27.0168 36.2045 
7153 4 25.1253 25.1649 36.1672 
7154 5 27.0908 25.194 37.9696 
7155 5 25.1658 27.0027 38.0045 
7156 3 27.0932 27.0416 36.1701 
7776 4 23.381 23.3777 39.8276 
7780 3 27.0527 23.4307 39.833 
7828 4 23.3886 26.9863 39.8202 
7779 1 25.2289 23.4241 41.6664 
7826 2 23.407 25.1561 41.6298 
7830 1 27.0225 25.1589 41.6845 
7831 2 25.1818 26.985 41.658 
8452 4 23.4303 23.3964 43.4874 
8455 2 25.2452 23.4405 45.3126 
8456 4 27.0547 23.4584 43.4972 
8502 2 23.3842 25.1545 45.3715 
8504 2 23.3928 27.0233 43.5285 
8505 1 25.2217 25.1736 43.4684 
8506 2 27.1399 25.1836 45.3052 
8507 5 25.2528 26.9735 45.3543 
8508 2 27.103 26.9861 43.454 
442 5 23.3476 28.8699 1.40189 
444 1 23.3414 30.8054 -0.360768 
445 3 25.3136 28.8929 -0.350212 
446 3 27.074 28.9204 1.49307 
447 5 25.2278 30.7642 1.46879 
448 1 27.0929 30.7429 -0.311173 
494 1 23.3635 32.5473 1.50358 
497 1 25.2058 32.552 -0.354873 
498 4 27.0803 32.5023 1.52191 
1120 1 23.3944 30.7397 3.33061 
1121 5 25.229 28.8646 3.36404 
1124 2 27.0523 30.7339 3.40802 
1173 4 25.2222 32.5444 3.36019 
496 2 23.4019 34.3427 -0.324353 
499 5 25.2444 34.3348 1.53722 
500 5 27.0406 34.3646 -0.377745 
1172 4 23.3917 34.3139 3.30979 
1118 1 23.3795 28.849 5.13756 
1122 1 27.037 28.8362 5.16041 
1123 1 25.1636 30.7281 5.12291 
1170 4 23.449 32.5496 5.06872 
1174 4 26.9835 32.5737 5.15499 
1794 4 23.4194 28.8481 8.81466 
1796 2 23.4712 30.6539 6.94487 
1797 4 25.2115 28.8603 6.91334 
1798 1 27.0106 28.8955 8.7566 
1799 4 25.1822 30.6444 8.77805 
1800 5 27.0165 30.6864 6.89664 
1846 1 23.5305 32.5493 8.76476 
1849 4 25.1688 32.5591 6.88849 
1850 5 26.9471 32.5429 8.75782 
1175 1 25.2297 34.3672 5.0723 
2472 2 23.4706 30.6996 10.6148 
2473 1 25.2626 28.8476 10.5927 
2476 3 26.9622 30.665 10.5476 
2525 4 25.1697 32.5709 10.6076 
2470 5 23.4335 28.8881 12.4513 
2524 4 23.4646 34.3532 10.6368 
3202 2 27.0756 32.532 16.0831 
2474 3 26.9811 28.8689 12.3906 
2475 2 25.2556 30.7158 12.433 
3201 5 25.209 32.5664 14.3279 
2522 3 23.4187 32.5716 12.4621 
3198 3 23.3422 32.5792 16.0875 
2526 5 27.0111 32.5852 12.4056 
3146 5 23.3678 28.8853 16.0713 
3148 4 23.369 30.7759 14.2769 
3149 2 25.2224 28.8905 14.2865 
3150 3 27.0415 28.945 16.1643 
3151 1 25.2407 30.6886 16.1006 
3152 4 27.0399 30.6267 14.3109 
3822 1 23.3826 28.9152 19.7717 
3824 5 23.3331 30.7411 17.9571 
3825 3 25.2268 28.9569 17.9374 
3826 5 27.072 28.9542 19.7966 
3827 4 25.2121 30.7789 19.7652 
3828 1 27.0414 30.7274 17.9248 
3874 2 23.3378 32.6222 19.7914 
3877 5 25.2106 32.5744 17.893 
3878 3 27.0623 32.5333 19.7598 
4500 5 23.3715 30.758 21.6178 
4501 2 25.1439 28.9291 21.6223 
4504 5 27.0218 30.8413 21.6412 
4553 1 25.1505 32.5987 21.656 
3879 2 25.1987 34.3397 19.8228 
4552 1 23.3316 34.3612 21.6875 
4556 2 27.0704 34.258 21.602 
4498 4 23.3612 28.884 23.4634 
4502 5 26.9967 28.9384 23.4393 
4503 3 25.1451 30.7964 23.5066 
4550 1 23.3473 32.5849 23.4736 
4554 1 26.977 32.5876 23.4958 
5174 5 23.3548 28.8479 27.1215 
5176 2 23.3714 30.749 25.2546 
5177 3 25.1704 28.8748 25.2789 
5178 2 26.9743 28.8626 27.0966 
5179 1 25.1591 30.6997 27.089 
5180 1 26.9148 30.7436 25.2697 
5226 4 23.3656 32.5181 27.074 
5229 3 25.1631 32.5629 25.2718 
5230 5 26.986 32.5441 27.1121 
4555 4 25.1449 34.305 23.4905 
5228 4 23.368 34.3445 25.2489 
5231 4 25.1772 34.3785 27.037 
5232 1 26.9888 34.3765 25.2495 
5850 2 23.3705 28.8127 30.6941 
5852 3 23.3468 30.7159 28.9391 
5853 2 25.1955 28.8399 28.922 
5854 1 27.01 28.8069 30.6906 
5855 4 25.204 30.6275 30.7042 
5856 1 27.0003 30.6242 28.9396 
5902 1 23.3115 32.4784 30.7358 
5905 5 25.1847 32.5178 28.971 
5906 2 27.0486 32.5406 30.7793 
6528 5 23.3398 30.6587 32.5089 
6529 4 25.2028 28.8033 32.4902 
6532 2 27.005 30.6018 32.4898 
6581 2 25.212 32.5138 32.4725 
5904 5 23.3541 34.4033 28.9336 
6526 3 23.3219 28.8452 34.3424 
6582 2 27.0569 32.5569 34.2738 
7936 5 26.949 34.3515 39.8292 
6530 1 27.0676 28.8245 34.3717 
6531 5 25.2298 30.677 34.3753 
6578 2 23.3487 32.5134 34.3829 
7932 2 23.3978 34.2952 39.8501 
7202 4 23.3812 28.8731 37.9905 
7204 2 23.3421 30.6733 36.2254 
7205 2 25.2024 28.884 36.1917 
7206 5 27.0591 28.8938 38.0175 
7207 4 25.2151 30.723 37.9958 
7208 3 27.051 30.7187 36.1999 
7254 4 23.395 32.5284 37.9871 
7257 1 25.2086 32.5073 36.2252 
7258 3 26.9895 32.4758 38.0049 
7880 5 23.4044 30.743 39.8124 
7881 1 25.1569 28.8607 39.8874 
7884 2 27.0139 30.6925 39.8884 
7933 3 25.2185 32.5203 39.8057 
7256 2 23.39 34.3712 36.1639 
7259 1 25.1415 34.3182 37.9944 
7260 5 27.0472 34.3846 36.1994 
7878 3 23.3988 28.8493 41.6875 
7882 4 27.0968 28.8786 41.6672 
7883 2 25.2108 30.7375 41.6767 
7930 4 23.404 32.5577 41.6902 
7934 1 26.9626 32.5408 41.7213 
8554 5 23.3495 28.8885 45.4067 
8556 2 23.3887 30.7175 43.5195 
8557 5 25.258 28.8521 43.4526 
8558 4 27.0824 28.8457 45.3083 
8559 5 25.2731 30.738 45.3581 
8560 1 27.0327 30.7135 43.4512 
8606 1 23.3856 32.5592 45.3635 
8609 1 25.204 32.5621 43.5268 
8610 1 27.0457 32.5569 45.3054 
7935 2 25.1522 34.3328 41.7155 
8608 3 23.3922 34.3188 43.5398 
8611 1 25.1881 34.3279 45.3237 
8612 3 26.9996 34.3569 43.5545 
1277 4 25.2335 39.9005 3.28295 
1228 3 27.0609 38.0373 3.32873 
1225 4 25.2509 36.1846 3.31124 
546 2 23.4136 36.1575 1.52056 
548 5 23.3972 38.0064 -0.256765 
549 4 25.2585 36.24 -0.341707 
550 2 27.0806 36.2562 1.53934 
551 1 25.2848 38.016 1.56233 
552 1 27.048 38.0295 -0.312842 
598 2 23.441 39.9351 1.4944 
601 5 25.2521 39.8613 -0.312279 
602 1 27.0431 39.8347 1.55253 
1224 3 23.4468 38.0298 3.2017 
1176 1 27.0435 34.3813 3.40019 
1954 2 27.0385 39.8941 8.73005 
1222 2 23.4206 36.1334 5.0553 
1226 4 27.0185 36.2069 5.11405 
1227 5 25.1939 38.0527 5.08863 
1274 3 23.4453 39.9688 5.10502 
1278 4 27.0323 39.8688 5.11099 
1848 2 23.4839 34.3836 6.89444 
1851 3 25.2038 34.4018 8.74531 
1852 1 26.9413 34.3938 6.8823 
1898 2 23.4962 36.219 8.76558 
1900 3 23.4464 38.0443 6.94153 
1901 4 25.2438 36.2048 6.91474 
1902 3 26.9881 36.1902 8.6708 
1903 4 25.2607 38.0166 8.70371 
1904 3 27.0437 38.0292 6.9338 
1950 5 23.4738 39.881 8.7758 
1953 2 25.253 39.9252 6.91068 
2577 2 25.2131 36.1885 10.6093 
2580 5 27.0307 37.9915 10.5697 
2629 3 25.2704 39.8944 10.5631 
3306 5 27.0787 39.893 16.06 
2527 1 25.1859 34.4045 12.4461 
2528 2 27.0061 34.4729 10.5975 
2574 2 23.3981 36.1967 12.4427 
2576 4 23.4951 38.0347 10.5926 
3305 1 25.1902 39.8293 14.2907 
2578 3 27.0643 36.1782 12.481 
2579 4 25.2214 37.9703 12.4783 
3302 1 23.3851 39.9062 16.1166 
2626 5 23.4572 39.8522 12.3797 
3256 3 27.0574 37.9372 14.2317 
2630 5 27.0189 39.8371 12.4736 
3200 3 23.3818 34.3839 14.2556 
3203 3 25.1792 34.4723 16.0769 
3204 1 27.0347 34.4534 14.2411 
3250 3 23.3772 36.1618 16.0846 
3252 3 23.3723 38.0136 14.2405 
3253 1 25.2003 36.1682 14.2293 
3254 3 27.0376 36.1807 16.025 
3255 5 25.1535 37.9737 16.0643 
3876 1 23.3634 34.394 17.8922 
4657 3 25.2064 39.8621 21.6656 
3880 5 27.0712 34.4409 17.9683 
3926 5 23.3385 36.1991 19.7752 
3928 4 23.3449 38.0053 17.9706 
3929 1 25.1591 36.1744 17.9595 
3930 3 27.0465 36.1818 19.8593 
3931 3 25.2159 38.0099 19.8249 
3932 5 27.0374 37.9397 17.9695 
3978 5 23.3611 39.8582 19.8112 
3981 5 25.1799 39.9166 17.9439 
3982 5 27.034 39.9295 19.8057 
4608 4 26.9865 38.0615 21.6329 
4605 5 25.1822 36.175 21.6522 
4604 3 23.3765 38.0554 21.6262 
5334 5 27.0507 39.8815 27.2048 
4602 4 23.3705 36.1739 23.4792 
4606 5 27.0568 36.1266 23.4407 
4607 3 25.1467 38.0745 23.4202 
4654 4 23.3746 39.9126 23.406 
4658 1 27.0185 39.9207 23.3682 
5333 5 25.1984 39.9516 25.2255 
5330 2 23.4567 39.8936 27.1082 
5284 5 27.0294 38.0467 25.255 
5278 5 23.3859 36.2641 27.0679 
5280 3 23.4279 38.065 25.2349 
5281 3 25.152 36.2129 25.2136 
5282 5 27.0082 36.2237 27.1295 
5283 1 25.1857 38.0811 27.1504 
6685 1 25.2291 39.8785 32.4693 
5907 2 25.2277 34.4283 30.7775 
5908 3 27.047 34.4359 29.016 
5954 1 23.3525 36.3135 30.762 
5956 4 23.4365 38.0657 28.9835 
5957 2 25.2248 36.2575 29.004 
5958 3 27.0846 36.2421 30.7559 
5959 4 25.2379 38.0808 30.7599 
5960 3 27.0554 38.0579 29.0053 
6006 4 23.4326 39.853 30.7666 
6009 3 25.2141 39.8653 29.0022 
6010 1 27.0601 39.9007 30.728 
6580 5 23.3545 34.4005 32.548 
6584 1 27.0914 34.4364 32.4969 
6632 3 23.3712 38.0511 32.5176 
6633 4 25.2287 36.2745 32.4817 
6636 4 27.0773 38.0844 32.4695 
6583 5 25.2215 34.3988 34.3261 
6630 3 23.3284 36.2927 34.3348 
6634 2 27.1018 36.2458 34.307 
6635 5 25.2138 38.0605 34.3098 
6682 3 23.3728 39.8699 34.276 
6686 4 27.071 39.8796 34.2248 
7984 3 23.311 38.1202 39.8993 
7362 3 27.0774 39.9359 38.0855 
7361 5 25.1581 39.9339 36.1844 
7358 3 23.3201 39.9008 38.0847 
7312 2 27.0667 38.0857 36.169 
7311 5 25.1525 38.1092 38.0608 
8037 4 25.1505 39.9129 39.8449 
7988 2 27.0803 38.1158 39.833 
7985 2 25.0817 36.2292 39.8719 
7306 2 23.3577 36.2387 38.0179 
7308 3 23.3172 38.0645 36.1658 
7309 2 25.1288 36.2388 36.177 
7310 5 27.016 36.2513 38.0051 
8714 3 27.0542 39.8795 45.3062 
7982 4 23.3556 36.2439 41.6968 
7986 5 27.0007 36.2802 41.6853 
7987 2 25.1129 38.1107 41.6587 
8034 4 23.3279 39.8656 41.7017 
8038 5 27.0343 39.8503 41.6991 
8713 1 25.1958 39.8469 43.5743 
8710 2 23.3723 39.8894 45.378 
8664 4 26.9912 38.0922 43.5558 
8658 2 23.3978 36.1816 45.3925 
8660 1 23.3822 38.1191 43.5234 
8661 5 25.1453 36.2229 43.539 
8662 3 26.9952 36.2111 45.336 
8663 4 25.2451 38.0563 45.3452 
600 1 23.4253 41.7481 -0.289914 
603 4 25.2216 41.767 1.53026 
604 5 27.0421 41.7265 -0.303018 
650 3 23.4529 43.5244 1.48395 
652 4 23.4011 45.3586 -0.262661 
653 3 25.2136 43.5861 -0.287519 
654 1 27.0033 43.5749 1.5211 
655 3 25.2291 45.3106 1.51601 
656 1 27.0439 45.3165 -0.337643 
1276 4 23.4655 41.766 3.31356 
1280 4 27.0017 41.6695 3.27157 
1328 2 23.4498 45.3446 3.2661 
1329 1 25.2574 43.533 3.31271 
1332 3 27.0366 45.3573 3.35689 
1279 1 25.2633 41.7115 5.08413 
1326 1 23.4826 43.5044 5.10528 
1330 4 26.9964 43.5122 5.11011 
1331 3 25.2191 45.3479 5.07361 
1952 1 23.4619 41.7462 6.88843 
1955 1 25.2471 41.7452 8.76986 
1956 4 27.0228 41.7253 6.9379 
2002 4 23.5149 43.5691 8.72953 
2004 1 23.5228 45.3226 6.89151 
2005 4 25.2158 43.4836 6.91012 
2006 2 27.0334 43.5056 8.7474 
2007 3 25.2637 45.3636 8.7988 
2008 5 27.0177 45.3414 6.91899 
2632 1 27.0278 41.6753 10.559 
2628 4 23.49 41.7554 10.6059 
2631 2 25.2818 41.7668 12.3901 
3360 4 27.0569 45.3771 14.2147 
2678 1 23.479 43.6065 12.4413 
2680 3 23.508 45.3694 10.6481 
2681 2 25.2625 43.5617 10.5981 
2682 4 27.0344 43.5798 12.4254 
2683 4 25.285 45.3866 12.4142 
2684 4 27.0327 45.3985 10.6015 
3304 5 23.4679 41.7563 14.2405 
3307 4 25.2212 41.7078 16.1142 
3308 2 27.0013 41.7466 14.2631 
3354 5 23.4744 43.5858 16.135 
3356 2 23.4612 45.3822 14.224 
3357 4 25.2754 43.6283 14.2159 
3358 5 27.0279 43.5692 16.1001 
3359 3 25.2179 45.4141 16.1186 
3980 3 23.3857 41.7403 17.9828 
3983 1 25.2169 41.7891 19.8157 
3984 4 27.0896 41.7409 17.9487 
4030 4 23.3996 43.5773 19.7517 
4032 4 23.4496 45.3825 18.0126 
4033 2 25.2356 43.5202 18.0021 
4034 3 27.0093 43.5131 19.7991 
4035 1 25.2461 45.3427 19.7692 
4036 4 26.9703 45.3665 17.9812 
4656 5 23.3705 41.7851 21.6246 
4660 4 27.0076 41.7546 21.5983 
4708 2 23.4004 45.289 21.5929 
4709 3 25.2463 43.6037 21.5937 
4712 2 27.0587 45.4005 21.6154 
4659 1 25.2378 41.7656 23.3955 
4706 3 23.4582 43.5771 23.4751 
4710 5 27.0782 43.5793 23.4594 
4711 3 25.2568 45.3446 23.5151 
5332 1 23.4205 41.7769 25.1986 
5335 3 25.2381 41.7585 27.1594 
5336 2 27.0689 41.7526 25.3245 
5382 2 23.4902 43.513 27.1112 
5384 2 23.467 45.3363 25.3116 
5385 3 25.248 43.5078 25.299 
5386 1 27.059 43.5641 27.1291 
5387 4 25.3041 45.3409 27.1006 
5388 4 27.0628 45.3718 25.3239 
6008 2 23.4588 41.7295 28.9828 
6011 4 25.2499 41.706 30.7321 
6012 2 27.0782 41.7493 28.9692 
6058 4 23.4426 43.5175 30.7357 
6060 5 23.4559 45.3608 28.9372 
6061 3 25.3032 43.5496 28.9495 
6062 2 27.069 43.5588 30.7545 
6063 4 25.2723 45.3476 30.7405 
6064 1 27.0656 45.3415 28.9274 
6684 2 23.4092 41.714 32.4831 
6688 2 27.0525 41.7214 32.5083 
6736 2 23.4147 45.3769 32.446 
6737 3 25.2398 43.5256 32.4979 
6740 2 27.0878 45.3675 32.5119 
6687 2 25.1974 41.7056 34.2479 
6734 4 23.3679 43.5006 34.2758 
6738 1 27.0881 43.556 34.2924 
6739 5 25.2154 45.3674 34.2972 
8092 2 27.0235 45.3849 39.8988 
8089 4 25.1567 43.5282 39.8986 
8088 1 23.3677 45.3427 39.8917 
8040 4 27.0315 41.6962 39.832 
7360 1 23.3546 41.7278 36.1964 
7363 3 25.1387 41.6881 38.1083 
7364 5 27.0594 41.7132 36.1453 
7410 4 23.3777 43.5172 38.105 
7412 2 23.3485 45.4017 36.2098 
7413 5 25.1523 43.5138 36.1661 
7414 5 27.0659 43.5183 38.0725 
7415 5 25.1944 45.3692 38.0801 
7416 2 27.1606 45.3559 36.1812 
8036 2 23.3296 41.7275 39.9199 
8039 5 25.2094 41.7178 41.6997 
8086 1 23.343 43.5751 41.7048 
8090 3 27.0281 43.5176 41.641 
8091 2 25.1983 45.3676 41.6703 
8712 5 23.3371 41.7108 43.5029 
8715 2 25.2228 41.7454 45.3254 
8716 3 27.0019 41.7025 43.575 
8762 5 23.3766 43.5858 45.3523 
8764 4 23.3849 45.3756 43.4866 
8765 4 25.2561 43.5939 43.4698 
8766 1 26.9877 43.5824 45.3291 
8767 2 25.2188 45.3621 45.3084 
8768 4 27.0094 45.3857 43.467 
33 4 28.848 -0.300808 -0.335264 
34 4 30.6668 -0.269978 1.50504 
35 3 28.8716 1.53101 1.52007 
36 5 30.6919 1.52967 -0.350979 
37 2 32.6083 -0.333959 -0.350028 
39 4 32.5757 1.49915 1.41934 
85 1 28.8476 3.31662 -0.358531 
86 3 30.6773 3.27744 1.47346 
89 3 32.6291 3.27885 -0.383895 
709 3 28.8723 -0.335212 3.33494 
712 4 30.664 1.48479 3.28674 
713 5 32.5839 -0.266573 3.31596 
761 3 28.9267 3.32217 3.24507 
765 5 32.5319 3.24426 3.27441 
40 3 34.3699 1.46549 -0.42408 
90 3 34.4002 3.19473 1.43173 
710 4 30.6869 -0.28915 5.12213 
711 2 28.8854 1.4956 5.06061 
715 1 32.5572 1.53549 5.13883 
762 1 30.6919 3.29715 5.10382 
1385 5 28.8641 -0.287361 6.94145 
1386 5 30.7005 -0.287814 8.81929 
1387 4 28.8498 1.51375 8.86013 
1388 4 30.7377 1.53584 6.93633 
1389 5 32.5479 -0.293938 6.89739 
1391 2 32.5242 1.57773 8.83305 
1437 5 28.9184 3.28577 7.00045 
1438 3 30.6985 3.29729 8.86966 
1441 2 32.506 3.28276 6.97718 
1442 2 34.3871 3.29647 8.8432 
2061 2 28.801 -0.328526 10.6239 
2113 1 28.8895 3.268 10.6704 
2744 1 34.3722 1.51227 14.2606 
2062 5 30.6931 -0.260478 12.4415 
2063 1 28.8302 1.50805 12.455 
2064 4 30.6765 1.56148 10.657 
